,player,passed_at_net,net_pts,passing_shot
0,Casper Ruud,9,34,26.47058823529412
1,Alex De Minaur,13,66,19.696969696969695
2,Frances Tiafoe,5,32,15.625
3,Taylor Fritz,5,32,15.625
4,Novak Djokovic,9,61,14.754098360655737
5,Tommy Paul,6,54,11.11111111111111
6,Maxime Cressy,10,99,10.1010101010101
7,Stefanos Tsitsipas,7,70,10.0
8,Holger Rune,4,57,7.017543859649122
9,Gilles Simon,4,60,6.666666666666667
