Winner,Hard
Djokovic N.,6
Nadal R.,5
Fish M.,4
Federer R.,4
Anderson K.,4
Berdych T.,3
Rochus O.,3
Simon G.,3
Granollers M.,3
Mayer F.,3
Ferrer D.,3
Tipsarevic J.,3
Del Potro J.M.,3
Troicki V.,2
Devvarman S.,2
Dolgopolov O.,2
Berlocq C.,2
Cuevas P.,2
Petzschner P.,2
Bogomolov A.,2
Blake J.,2
Isner J.,2
Lopez F.,2
Andujar P.,2
Querrey S.,1
Ramirez-Hidalgo R.,1
Almagro N.,1
Schuettler R.,1
Seppi A.,1
Soderling R.,1
Stakhovsky S.,1
Stepanek R.,1
Tsonga J.W.,1
Nishikori K.,1
Kukushkin M.,1
Monaco J.,1
Malisse X.,1
Lu Y.H.,1
Lorenzi P.,1
Llodra M.,1
Kunitsyn I.,1
Istomin D.,1
Ilhan M.,1
Gil F.,1
Gasquet R.,1
Gabashvili T.,1
Dodig I.,1
Benneteau J.,1
Andreev I.,1
Youzhny M.,1
