Winner,Hard
Djokovic N.,7
Murray A.,6
Federer R.,5
Ferrer D.,5
Dolgopolov O.,4
Wawrinka S.,4
Nadal R.,4
Berdych T.,4
Melzer J.,3
Raonic M.,3
Robredo T.,3
Roddick A.,3
Almagro N.,3
Soderling R.,3
Cilic M.,3
Verdasco F.,3
Ljubicic I.,2
Stakhovsky S.,2
Tomic B.,2
Nishikori K.,2
Troicki V.,2
Tsonga J.W.,2
Monfils G.,2
Malisse X.,2
Youzhny M.,2
Isner J.,2
Berankis R.,2
Haase R.,2
Hernych J.,2
Garcia-Lopez G.,2
Gasquet R.,2
Baghdatis M.,2
Del Potro J.M.,1
Tipsarevic J.,1
Sweeting R.,1
Stepanek R.,1
Bellucci T.,1
Dimitrov G.,1
Becker B.,1
Dodig I.,1
Simon G.,1
Seppi A.,1
Schwank E.,1
Russell M.,1
Fish M.,1
Kubot L.,1
Paire B.,1
Riba P.,1
Marchenko I.,1
Kohlschreiber P.,1
Llodra M.,1
Lopez F.,1
Mahut N.,1
Kavcic B.,1
Andreev I.,1
Mayer F.,1
Kunitsyn I.,1
Monaco J.,1
Montanes A.,1
Muller G.,1
Giraldo S.,1
Nalbandian D.,1
Gil F.,1
Mannarino A.,1
