Winner,Hard
Wozniacki C.,7
Halep S.,6
Mertens E.,5
Kerber A.,5
Keys M.,4
Suarez Navarro C.,4
Svitolina E.,4
Pliskova Ka.,4
Martic P.,3
Allertova D.,3
Rybarikova M.,3
Kontaveit A.,3
Osaka N.,3
Strycova B.,3
Garcia C.,3
Hsieh S.W.,3
Linette M.,2
Kumkhum L.,2
Ostapenko J.,2
Radwanska A.,2
Kanepi K.,2
Kostyuk M.,2
Safarova L.,2
Bondarenko K.,2
Sasnovich A.,2
Sharapova M.,2
Davis L.,2
Barty A.,2
Cornet A.,2
Pera B.,2
Bogdan A.,2
Bertens K.,2
Tsurenko L.,1
Vondrousova M.,1
Vesnina E.,1
Vekic D.,1
Rogowska O.,1
Puig M.,1
Putintseva Y.,1
Siniakova K.,1
Sevastova A.,1
Petkovic A.,1
Alexandrova E.,1
Pavlyuchenkova A.,1
Fett J.,1
Arruabarrena L.,1
Babos T.,1
Barthel M.,1
Begu I.,1
Bencic B.,1
Bouchard E.,1
Cirstea S.,1
Duan Y.Y.,1
Flipkens K.,1
Muguruza G.,1
Gavrilova D.,1
Gibbs N.,1
Giorgi C.,1
Goerges J.,1
Haddad Maia B.,1
Kasatkina D.,1
Konta J.,1
Lucic-Baroni M.,1
Zhang S.,1
