Winner,Hard
Osaka N.,7
Williams S.,6
Sevastova A.,5
Keys M.,5
Stephens S.,4
Pliskova Ka.,4
Suarez Navarro C.,4
Tsurenko L.,4
Svitolina E.,3
Barty A.,3
Mertens E.,3
Sabalenka A.,3
Cibulkova D.,3
Sharapova M.,3
Vondrousova M.,3
Kanepi K.,3
Kenin S.,2
Krunic A.,2
Kvitova P.,2
Siniakova K.,2
Makarova E.,2
Strycova B.,2
Sasnovich A.,2
Kerber A.,2
Muchova K.,2
Ostapenko J.,2
Garcia C.,2
Wang Q.,2
Williams V.,2
Peterson R.,2
Bertens K.,2
Azarenka V.,2
Sakkari M.,1
Arruabarrena L.,1
Teichmann J.,1
Tomljanovic A.,1
Townsend T.,1
Wang Yaf.,1
Witthoeft C.,1
Wozniacki C.,1
Safarova L.,1
Mladenovic K.,1
Puig M.,1
Pera B.,1
Begu I.,1
Bogdan A.,1
Bouchard E.,1
Cirstea S.,1
Di Lorenzo F.,1
Flipkens K.,1
Gavrilova D.,1
Giorgi C.,1
Glushko J.,1
Goerges J.,1
Hsieh S.W.,1
Kalinina A.,1
Kasatkina D.,1
King V.,1
Lapko V.,1
Larsson J.,1
Liu C.,1
Maria T.,1
Muguruza G.,1
Zvonareva V.,1
