Winner,Grass
Kerber A.,7
Williams S.,6
Ostapenko J.,5
Goerges J.,5
Kasatkina D.,4
Bertens K.,4
Giorgi C.,4
Cibulkova D.,4
Rodina E.,3
Van Uytvanck A.,3
Hsieh S.W.,3
Sasnovich A.,3
Makarova E.,3
Bencic B.,3
Pliskova Ka.,3
Vekic D.,3
Barty A.,2
Mladenovic K.,2
Strycova B.,2
Suarez Navarro C.,2
Kontaveit A.,2
Siniakova K.,2
Keys M.,2
Diatchenko V.,2
Osaka N.,2
Williams V.,2
Halep S.,2
Wickmayer Y.,2
Safarova L.,2
Mertens E.,2
Buzarnescu M.,2
Gavrilova D.,2
Arruabarrena L.,1
Sorribes Tormo S.,1
Stosur S.,1
Swan K.,1
Tomova V.,1
Riske A.,1
Tsurenko L.,1
Vickery S.,1
Wozniacki C.,1
Townsend T.,1
Maria T.,1
Radwanska A.,1
Jabeur O.,1
Blinkova A.,1
Bouchard E.,1
Boulter K.,1
Brady J.,1
Brengle M.,1
Cirstea S.,1
Dulgheru A.,1
Flipkens K.,1
Kenin S.,1
Putintseva Y.,1
Konta J.,1
Kumkhum L.,1
Lapko V.,1
Liu C.,1
Azarenka V.,1
Muguruza G.,1
Peterson R.,1
Petkovic A.,1
Zheng S.,1
