Winner,Clay
Halep S.,7
Stephens S.,6
Muguruza G.,5
Keys M.,5
Sharapova M.,4
Kerber A.,4
Kasatkina D.,4
Putintseva Y.,4
Buzarnescu M.,3
Williams S.,3
Tsurenko L.,3
Garcia C.,3
Strycova B.,3
Kontaveit A.,3
Wozniacki C.,3
Mertens E.,3
Osaka N.,2
Parmentier P.,2
Sakkari M.,2
Siniakova K.,2
Kvitova P.,2
Rybarikova M.,2
Stosur S.,2
Goerges J.,2
Petkovic A.,2
Giorgi C.,2
Gavrilova D.,2
Svitolina E.,2
Wang Q.,2
Bertens K.,2
Begu I.,2
Pliskova Ka.,2
Suarez Navarro C.,1
Townsend T.,1
Van Uytvanck A.,1
Sasnovich A.,1
Vandeweghe C.,1
Vekic D.,1
Watson H.,1
Safarova L.,1
Arruabarrena L.,1
Peterson R.,1
Flipkens K.,1
Bencic B.,1
Bogdan A.,1
Brady J.,1
Cornet A.,1
Diyas Z.,1
Dolehide C.,1
Dulgheru A.,1
Duque-Marino M.,1
Ferro F.,1
Frech M.,1
Pera B.,1
Garcia Perez G.,1
Kozlova K.,1
Kuzmova V.,1
Makarova E.,1
Martic P.,1
Mattek-Sands B.,1
Barty A.,1
Pavlyuchenkova A.,1
Peng S.,1
Zhang S.,1
