Winner,Hard
Djokovic N.,6
Murray A.,5
Monaco J.,4
Nadal R.,4
Dimitrov G.,3
Tsonga J.W.,3
Tipsarevic J.,3
Fish M.,3
Ferrer D.,3
Almagro N.,2
Mayer F.,2
Gasquet R.,2
Nishikori K.,2
Ramos A.,2
Del Potro J.M.,2
Roddick A.,2
Rosol L.,2
Simon G.,2
Tomic B.,1
Malisse X.,1
Veic A.,1
Melzer J.,1
Troicki V.,1
Monfils G.,1
Muller G.,1
Nalbandian D.,1
Stepanek R.,1
Raonic M.,1
Stebe C.M.,1
Phau B.,1
Querrey S.,1
Lu Y.H.,1
Mahut N.,1
Karlovic I.,1
Lacko L.,1
Dolgopolov O.,1
Baghdatis M.,1
Bautista R.,1
Becker B.,1
Benneteau J.,1
Berdych T.,1
Bubka S.,1
Cilic M.,1
Clement A.,1
Dancevic F.,1
Davydenko N.,1
Dodig I.,1
Falla A.,1
Kunitsyn I.,1
Federer R.,1
Garcia-Lopez G.,1
Gil F.,1
Giraldo S.,1
Goffin D.,1
Haas T.,1
Haase R.,1
Harrison R.,1
Isner J.,1
Anderson K.,1
Kohlschreiber P.,1
Verdasco F.,1
