Winner,Hard
Djokovic N.,7
Nadal R.,6
Murray A.,5
Federer R.,5
Berdych T.,4
Nishikori K.,4
Del Potro J.M.,4
Ferrer D.,4
Tomic B.,3
Kohlschreiber P.,3
Gasquet R.,3
Tsonga J.W.,3
Kukushkin M.,3
Hewitt L.,3
Lopez F.,3
Almagro N.,3
Lacko L.,2
Anderson K.,2
Mahut N.,2
Llodra M.,2
Lu Y.H.,2
Monfils G.,2
Raonic M.,2
Tipsarevic J.,2
Wawrinka S.,2
Isner J.,2
Karlovic I.,2
Benneteau J.,2
Chela J.I.,2
Gil F.,2
Falla A.,2
Dolgopolov O.,2
Simon G.,1
Riba P.,1
Rochus O.,1
Roddick A.,1
Roger-Vasselin E.,1
Serra F.,1
Haas T.,1
Querrey S.,1
Sweeting R.,1
Bellucci T.,1
Beck A.,1
Troicki V.,1
Baghdatis M.,1
Andujar P.,1
Stakhovsky S.,1
Nalbandian D.,1
Petzschner P.,1
Berlocq C.,1
Granollers M.,1
Bogomolov A.,1
Cipolla F.,1
Mello R.,1
Dimitrov G.,1
Duckworth J.,1
Ebden M.,1
Fish M.,1
Kavcic B.,1
Giraldo S.,1
Kamke T.,1
Ito T.,1
Golubev A.,1
Young D.,1
