Winner,Grass
Federer R.,7
Murray A.,6
Djokovic N.,5
Tsonga J.W.,5
Kohlschreiber P.,4
Youzhny M.,4
Mayer F.,4
Ferrer D.,4
Malisse X.,3
Gasquet R.,3
Fish M.,3
Istomin D.,3
Del Potro J.M.,3
Cilic M.,3
Troicki V.,3
Baker B.,3
Roddick A.,2
Querrey S.,2
Paire B.,2
Rosol L.,2
Stepanek R.,2
Nishikori K.,2
Tipsarevic J.,2
Monaco J.,2
Verdasco F.,2
Almagro N.,2
Lacko L.,2
Baghdatis M.,2
Janowicz J.,2
Falla A.,2
Benneteau J.,2
Goffin D.,2
Jaziri M.,1
Soeda G.,1
De Schepper K.,1
Rufin G.,1
Russell M.,1
Serra F.,1
Simon G.,1
Chardy J.,1
Raonic M.,1
Sweeting R.,1
Cervantes I.,1
Bemelmans R.,1
Becker B.,1
Ward J.,1
Dimitrov G.,1
Phau B.,1
Dolgopolov O.,1
Karlovic I.,1
Petzschner P.,1
Fognini F.,1
Nieminen J.,1
Nadal R.,1
Garcia-Lopez G.,1
Melzer J.,1
Gulbis E.,1
Harrison R.,1
Mahut N.,1
Levine J.,1
Andreev I.,1
Kubot L.,1
Klizan M.,1
Zemlja G.,1
