Winner,Hard
Murray A.,7
Djokovic N.,6
Berdych T.,5
Ferrer D.,5
Federer R.,4
Tipsarevic J.,4
Cilic M.,4
Del Potro J.M.,4
Almagro N.,3
Wawrinka S.,3
Roddick A.,3
Raonic M.,3
Kohlschreiber P.,3
Gasquet R.,3
Fish M.,3
Klizan M.,3
Dolgopolov O.,2
Isner J.,2
Zemlja G.,2
Verdasco F.,2
Sock J.,2
Simon G.,2
Benneteau J.,2
Blake J.,2
Querrey S.,2
Mayer L.,2
Lopez F.,2
Chardy J.,2
Johnson S.,2
Nishikori K.,2
Hewitt L.,2
Fognini F.,2
Stebe C.M.,1
Robredo T.,1
Sijsling I.,1
Darcis S.,1
Smyczek T.,1
Davydenko N.,1
Baker B.,1
Klahn B.,1
Tomic B.,1
Tsonga J.W.,1
Dodig I.,1
Wang J.,1
Baghdatis M.,1
Ebden M.,1
Garcia-Lopez G.,1
Ramos A.,1
Ramirez-Hidalgo R.,1
Cipolla F.,1
Phau B.,1
Petzschner P.,1
Paire B.,1
Novikov D.,1
Dutra Silva R.,1
Nieminen J.,1
Brands D.,1
Muller G.,1
Granollers M.,1
Mathieu P.H.,1
Gulbis E.,1
Harrison R.,1
Andujar P.,1
Zopp J.,1
