Winner,Grass
Murray A.,7
Raonic M.,6
Federer R.,5
Berdych T.,5
Querrey S.,4
Cilic M.,4
Pouille L.,4
Tsonga J.W.,4
Johnson S.,3
Tomic B.,3
Gasquet R.,3
Nishikori K.,3
Vesely J.,3
Kyrgios N.,3
Mahut N.,3
Goffin D.,3
Kuznetsov An.,2
Lopez F.,2
Lacko L.,2
Millman J.,2
Isner J.,2
Ramos-Vinolas A.,2
Sock J.,2
Sousa J.,2
Istomin D.,2
Zverev A.,2
Herbert P.H.,2
Evans D.,2
Bautista Agut R.,2
Dimitrov G.,2
Djokovic N.,2
Del Potro J.M.,2
Almagro N.,1
Ferrer D.,1
Youzhny M.,1
Young D.,1
Willis M.,1
Wawrinka S.,1
Barton M.,1
Karlovic I.,1
Troicki V.,1
Becker B.,1
Thiem D.,1
Stakhovsky S.,1
Bellucci T.,1
Benneteau J.,1
Simon G.,1
Seppi A.,1
Roger-Vasselin E.,1
Brown D.,1
Chardy J.,1
Haase R.,1
Kukushkin M.,1
Paire B.,1
Novikov D.,1
Granollers M.,1
Dolgopolov O.,1
Muller G.,1
Monaco J.,1
Dzumhur D.,1
Mannarino A.,1
Fognini F.,1
Lu Y.H.,1
Albot R.,1
