Winner,Hard
Djokovic N.,6
Nishikori K.,5
Kyrgios N.,4
Goffin D.,4
Monfils G.,3
Berdych T.,3
Kuznetsov An.,3
Pouille L.,3
Raonic M.,3
Dzumhur D.,3
Simon G.,3
Mannarino A.,2
Nishioka Y.,2
Bautista R.,2
Kukushkin M.,2
Gasquet R.,2
Smyczek T.,2
Zeballos H.,2
Verdasco F.,2
Dimitrov G.,2
Thiem D.,2
Paire B.,1
Youzhny M.,1
Tsonga J.W.,1
Troicki V.,1
Pospisil V.,1
Sock J.,1
Ram R.,1
Ramos-Vinolas A.,1
Stakhovsky S.,1
Seppi A.,1
Sousa J.,1
Murray A.,1
Baghdatis M.,1
Monaco J.,1
Millman J.,1
Bedene A.,1
Cervantes I.,1
Cilic M.,1
Cuevas P.,1
Del Potro J.M.,1
Delbonis F.,1
Dolgopolov O.,1
Edmund K.,1
Ferrer D.,1
Fritz T.,1
Giraldo S.,1
Granollers M.,1
Groth S.,1
Herbert P.H,1
Istomin D.,1
Ito T.,1
Johnson S.,1
Kudla D.,1
Lajovic D.,1
Zverev A.,1
