,player,passed_at_net,net_pts,passing_shot
0,Novak Djokovic,21,98,21.428571428571427
1,Stefanos Tsitsipas,19,116,16.379310344827587
2,Daniil Medvedev,17,127,13.385826771653544
3,Roman Safiullin,10,88,11.363636363636363
4,Milos Raonic,12,113,10.619469026548673
5,Hubert Hurkacz,17,168,10.119047619047619
6,Carlos Alcaraz,16,187,8.55614973262032
7,Jannik Sinner,13,154,8.441558441558442
8,Christopher Eubanks,6,81,7.4074074074074066
9,Jordan Thompson,5,77,6.493506493506493
