Winner,Hard
Sharapova M.,7
Ivanovic A.,6
Jankovic J.,5
Hantuchova D.,5
Williams V.,4
Williams S.,4
Radwanska A.,4
Henin J.,4
Dellacqua C.,3
Hsieh S.W.,3
Domachowska M.,3
Dementieva E.,3
Vaidisova N.,3
Petrova N.,3
Wozniacki C.,3
Kirilenko M.,3
Rezai A.,2
Lisicki S.,2
Makarova E.,2
Li N.,2
Kuznetsova S.,2
Azarenka V.,2
Mirza S.,2
Razzano V.,2
Mauresmo A.,2
Ruano Pascual V.,2
Peer S.,2
Schiavone F.,2
Srebotnik K.,2
Sugiyama A.,2
Chakvetadze A.,2
Vesnina E.,2
Rodionova A.,1
Schnyder P.,1
Shvedova Y.,1
Poutchkova O.,1
Pironkova T.,1
Pin C.,1
Perebiynis T.,1
Pennetta F.,1
Arvidsson S.,1
Parmentier P.,1
Garbin T.,1
Bacsinszky T.,1
Bammer S.,1
Bondarenko A.,1
Camerin M.E.,1
Castano C.,1
Cornet A.,1
Craybas J.,1
Davenport L.,1
Gallovits E.,1
Golovin T.,1
Morigami A.,1
Kerber A.,1
Kleybanova A.,1
Kloesel S.,1
Koryttseva M.,1
Kremer A.,1
Medina Garrigues A.,1
Meusburger Y.,1
Molik A.,1
Moore J.,1
Yuan M.,1
