Winner,Hard
Williams S.,7
Jankovic J.,6
Safina D.,5
Dementieva E.,5
Pennetta F.,4
Bammer S.,4
Schnyder P.,4
Williams V.,4
Radwanska A.,3
Mauresmo A.,3
Li N.,3
Groenefeld A.L.,3
Srebotnik K.,3
Wozniacki C.,3
Bremond S.,3
Bartoli M.,3
Azarenka V.,2
Rybarikova M.,2
Kuznetsova S.,2
Petrova N.,2
Keothavong A.,2
Perebiynis T.,2
Makarova E.,2
Garbin T.,2
Sugiyama A.,2
Cornet A.,2
Bacsinszky T.,2
Zheng J.,2
Bondarenko A.,2
Cibulkova D.,2
Coin J.,2
Davenport L.,2
Pavlyuchen. A.,1
Ruano Pascual V.,1
Vinci R.,1
Rezai A.,1
Vesnina E.,1
Vaidisova N.,1
Szavay A.,1
Schiavone F.,1
Peng S.,1
Arvidsson S.,1
Paszek T.,1
Parmentier P.,1
Benesova I.,1
Bychkova E.,1
Camerin M.E.,1
Chan Y.J.,1
Cirstea S.,1
De Los Rios R.,1
Duque Marino M.,1
Errani S.,1
Govortsova O.,1
Hsieh S.W.,1
Ivanovic A.,1
Kanepi K.,1
Kleybanova A.,1
Lisicki S.,1
Mattek B.,1
Medina Garrigues A.,1
Meusburger Y.,1
Moore J.,1
Olaru I.,1
Zvonareva V.,1
