Winner,Grass
Williams V.,7
Williams S.,6
Zheng J.,5
Dementieva E.,5
Tanasugarn T.,4
Petrova N.,4
Radwanska A.,4
Vaidisova N.,4
Jankovic J.,3
Mattek B.,3
Kuznetsova S.,3
Kudryavtseva A.,3
Szavay A.,3
Chakvetadze A.,3
Kleybanova A.,3
Peer S.,3
Pavlyuchenkova A.,2
Martinez-Sanchez M.J.,2
Mauresmo A.,2
Azarenka V.,2
Peng S.,2
Rodina E.,2
Sugiyama A.,2
Wozniacki C.,2
Zahlavova Strycova B.,2
Safina D.,2
Medina Garrigues A.,2
Ivanovic A.,2
Dulko G.,2
Bartoli M.,2
Erakovic M.,2
Dellacqua C.,2
Li N.,1
Davenport L.,1
Sharapova M.,1
Stosur S.,1
Suarez Navarro C.,1
Dechy N.,1
Cirstea S.,1
Santangelo M.,1
Vesnina E.,1
Bondarenko K.,1
Bondarenko A.,1
Wozniak A.,1
Bammer S.,1
Baltacha E.,1
Schiavone F.,1
Ruano Pascual V.,1
Domachowska M.,1
Loit E.,1
Radwanska U.,1
Dushevina V.,1
Perebiynis T.,1
Pennetta F.,1
Gallovits E.,1
Goerges J.,1
Hantuchova D.,1
Parmentier P.,1
Niculescu M.,1
Mirza S.,1
Bacsinszky T.,1
Hsieh S.W.,1
Keothavong A.,1
Zvonareva V.,1
