Winner,Hard
Hurkacz H.,6
Sinner J.,5
Korda S.,4
Bautista Agut R.,4
Rublev A.,4
Medvedev D.,3
Ruusuvuori E.,3
Cilic M.,3
Bublik A.,3
Tiafoe F.,3
Tsitsipas S.,3
Sonego L.,2
Schwartzman D.,2
Raonic M.,2
Popyrin A.,2
Norrie C.,2
Musetti L.,2
Isner J.,2
Ymer M.,2
Duckworth J.,2
Fritz T.,2
Galan D.E.,2
Humbert U.,1
Fratangelo B.,1
Escobedo E.,1
Sandgren T.,1
Dzumhur D.,1
Shapovalov D.,1
Djere L.,1
Sousa J.,1
Struff J.L.,1
Thompson J.,1
Berankis R.,1
Bedene A.,1
Uchiyama Y.,1
Fucsovics M.,1
Nishikori K.,1
Herbert P.H.,1
Hanfmann Y.,1
Harris L.,1
Ivashka I.,1
Karatsev A.,1
Kecmanovic M.,1
Khachanov K.,1
Kokkinakis T.,1
Kudla D.,1
Gaston H.,1
Kukushkin M.,1
Lajovic D.,1
Lu Y.,1
Mannarino A.,1
Mcdonald M.,1
Giron M.,1
Auger-Aliassime F.,1
