Winner,Grass
Federer R.,7
Cilic M.,6
Berdych T.,5
Querrey S.,5
Muller G.,4
Murray A.,4
Raonic M.,4
Djokovic N.,4
Mannarino A.,3
Dimitrov G.,3
Anderson K.,3
Nadal R.,3
Paire B.,3
Thiem D.,3
Bautista Agut R.,3
Zverev A.,3
Janowicz J.,2
Ramos-Vinolas A.,2
Ofner S.,2
Nishikori K.,2
Sela D.,2
Tsonga J.W.,2
Monfils G.,2
Khachanov K.,2
Johnson S.,2
Zverev M.,2
Ferrer D.,2
Bemelmans R.,2
Gulbis E.,2
Donaldson J.,2
Bedene A.,2
Fognini F.,2
Isner J.,1
Rublev A.,1
Seppi A.,1
Simon G.,1
Sock J.,1
Stakhovsky S.,1
Sugita Y.,1
Bolelli S.,1
Tiafoe F.,1
Basilashvili N.,1
Vesely J.,1
Young D.,1
Youzhny M.,1
Baghdatis M.,1
Rosol L.,1
Darcis S.,1
Brown D.,1
Herbert P.H.,1
Pouille L.,1
Pavlasek A.,1
Del Potro J.M.,1
Dzumhur D.,1
Edmund K.,1
Monteiro T.,1
Gojowczyk P.,1
Medvedev D.,1
Mayer F.,1
Lorenzi P.,1
Lajovic D.,1
Kukushkin M.,1
Harrison R.,1
Albot R.,1
