Winner,Hard
Nadal R.,7
Anderson K.,6
Carreno Busta P.,5
Del Potro J.M.,5
Federer R.,4
Schwartzman D.,4
Rublev A.,4
Querrey S.,4
Zverev M.,3
Goffin D.,3
Lorenzi P.,3
Dolgopolov O.,3
Pouille L.,3
Shapovalov D.,3
Thiem D.,3
Kohlschreiber P.,3
Isner J.,2
Monfils G.,2
Millman J.,2
Mayer L.,2
Mannarino A.,2
Lopez F.,2
Kukushkin M.,2
Troicki V.,2
Albot R.,2
Mahut N.,2
Fabbiano T.,2
Cilic M.,2
Bautista Agut R.,2
Edmund K.,2
Dzumhur D.,2
Coric B.,2
Tsonga J.W.,1
Verdasco F.,1
Young D.,1
Youzhny M.,1
Zverev A.,1
Travaglia S.,1
Tipsarevic J.,1
Thompson J.,1
Berdych T.,1
Sugita Y.,1
Stebe C.M.,1
Brown D.,1
Sela D.,1
Chung H.,1
Jaziri M.,1
Ramos-Vinolas A.,1
Menendez-Maceiras A.,1
Gulbis E.,1
Giraldo S.,1
Fritz T.,1
Fratangelo B.,1
Lu Y.H.,1
Mayer F.,1
Donskoy E.,1
Johnson S.,1
Donaldson J.,1
Muller G.,1
Dimitrov G.,1
Norrie C.,1
Paire B.,1
Pella G.,1
Daniel T.,1
