Winner,Hard
Williams S.,7
Safina D.,6
Zvonareva V.,5
Dementieva E.,5
Bartoli M.,4
Suarez Navarro C.,4
Kuznetsova S.,4
Dokic J.,4
Cornet A.,3
Zheng J.,3
Petrova N.,3
Medina Garrigues A.,3
Azarenka V.,3
Jankovic J.,3
Kleybanova A.,3
Cibulkova D.,3
Hantuchova D.,2
Peng S.,2
Pennetta F.,2
Martinez-Sanchez M.J.,2
Razzano V.,2
Safarova L.,2
Bondarenko K.,2
Kanepi K.,2
Ivanovic A.,2
Mauresmo A.,2
Stosur S.,2
Bondarenko A.,2
Sugiyama A.,2
Errani S.,2
Voskoboeva G.,2
Wozniacki C.,2
Moore J.,1
Schnyder P.,1
Ruano Pascual V.,1
Benesova I.,1
Pironkova T.,1
Bremond S.,1
Petkovic A.,1
Williams V.,1
Baltacha E.,1
Niculescu M.,1
Czink M.,1
Mirza S.,1
Johansson M.,1
Coin J.,1
Cohen Aloro S.,1
Dominguez Lino L.,1
Dulko G.,1
Erakovic M.,1
Flipkens K.,1
Gallovits E.,1
Garbin T.,1
Karatantcheva S.,1
Brianti A.,1
Chan Y.J.,1
Knapp K.,1
Chakvetadze A.,1
Lisicki S.,1
Makarova E.,1
Malek T.,1
Dechy N.,1
Mayr P.,1
Amanmuradova A.,1
