Winner,Hard
Dementieva E.,5
Vesnina E.,4
Keothavong A.,3
Rezai A.,3
Gallovits E.,2
Morita A.,2
Peer S.,2
Wozniacki C.,2
Craybas J.,1
Erakovic M.,1
Medina Garrigues A.,1
Pavlyuchenkova A.,1
Suarez Navarro C.,1
Vaidisova N.,1
Wozniak A.,1
Zahlavova Strycova B.,1
