Winner,Grass
Williams S.,7
Williams V.,6
Safina D.,5
Dementieva E.,5
Lisicki S.,4
Radwanska A.,4
Schiavone F.,4
Azarenka V.,4
Ivanovic A.,3
Vesnina E.,3
Wozniacki C.,3
Razzano V.,3
Mauresmo A.,3
Petrova N.,3
Oudin M.,3
Hantuchova D.,3
Suarez Navarro C.,2
Li N.,2
Medina Garrigues A.,2
Pennetta F.,2
Stosur S.,2
Vinci R.,2
Kulikova R.,2
Sugiyama A.,2
Kuznetsova S.,2
Zvonareva V.,2
Jankovic J.,2
Bartoli M.,2
Dulko G.,2
Cibulkova D.,2
Cirstea S.,2
Flipkens K.,2
Shvedova Y.,1
Errani S.,1
Rezai A.,1
Dushevina V.,1
Sharapova M.,1
Kucova K.,1
De Los Rios R.,1
Craybas J.,1
Bondarenko K.,1
Benesova I.,1
Baltacha E.,1
Zheng J.,1
Radwanska U.,1
Garbin T.,1
Kleybanova A.,1
Govortsova O.,1
Larcherde Brito M.,1
Kirilenko M.,1
King V.,1
Makarova E.,1
Bacsinszky T.,1
Johansson M.,1
Mayr P.,1
Mirza S.,1
Olaru I.,1
Groth J.,1
Parmentier P.,1
Parra Santonja A.,1
Pavlyuchenkova A.,1
Peer S.,1
Peng S.,1
Malek T.,1
