Winner,Hard
Kvitova P.,6
Rybakina E.,5
Cirstea S.,5
Pegula J.,4
Alexandrova E.,3
Vondrousova M.,3
Trevisan M.,3
Sabalenka A.,3
Potapova A.,3
Gracheva V.,3
Mertens E.,3
Andreescu B.,3
Krejcikova B.,2
Ostapenko J.,2
Linette M.,2
Muchova K.,2
Kenin S.,2
Liu C.,2
Zheng Q.,2
Sebov K.,1
Bencic B.,1
Rodina E.,1
Rogers S.,1
Begu I.,1
Badosa P.,1
Samsonova L.,1
Sasnovich A.,1
Siegemund L.,1
Haddad Maia B.,1
Tomova V.,1
Townsend T.,1
Azarenka V.,1
Vekic D.,1
Andreeva E.,1
Wang Xin.,1
Wang Xiy.,1
Pliskova Ka.,1
Golubic V.,1
Blinkova A.,1
Noskova L.,1
Hibino N.,1
Kalinskaya A.,1
Giorgi C.,1
Keys M.,1
Kostyuk M.,1
Gauff C.,1
Frech M.,1
Fernandez L.A.,1
Collins D.,1
Marino R.,1
Martic P.,1
Martincova T.,1
Brengle M.,1
Montgomery R.,1
Bouzkova M.,1
Bjorklund M.,1
