Winner,Hard
Nadal R.,6
Murray A.,5
Ljubicic I.,4
Federer R.,4
Roddick A.,4
Verdasco F.,3
Del Potro J.M.,3
Djokovic N.,3
Kohlschreiber P.,3
Isner J.,3
Nalbandian D.,2
Querrey S.,2
Lapentti N.,2
Robredo T.,2
Haas T.,2
Andreev I.,2
Gonzalez F.,2
Troicki V.,2
Wawrinka S.,2
Chardy J.,2
Ferrer D.,2
Safin M.,1
Russell M.,1
Seppi A.,1
Starace P.,1
Tsonga J.W.,1
Tursunov D.,1
Vassallo-Arguello M.,1
Reynolds B.,1
Sweeting R.,1
Nieminen J.,1
Simon G.,1
Stakhovsky S.,1
Llodra M.,1
Montanes A.,1
Melzer J.,1
Berrer M.,1
Blake J.,1
Cilic M.,1
Darcis S.,1
Dent T.,1
Gabashvili T.,1
Gasquet R.,1
Gicquel M.,1
Gulbis E.,1
Hewitt L.,1
Karlovic I.,1
Kendrick R.,1
Kiefer N.,1
Koellerer D.,1
Kunitsyn I.,1
Bellucci T.,1
Lu Y.H.,1
Massu N.,1
Mathieu P.H.,1
Widom T.,1
