Winner,Hard
Murray A.,6
Djokovic N.,5
Del Potro J.M.,4
Federer R.,4
Verdasco F.,3
Nadal R.,3
Roddick A.,3
Tsonga J.W.,3
Troicki V.,3
Dent T.,3
Simon G.,2
Stepanek R.,2
Massu N.,2
Kendrick R.,2
Gil F.,2
Monfils G.,2
Ferrer D.,2
Wawrinka S.,2
Berdych T.,2
Tipsarevic J.,2
Reynolds B.,1
Vassallo-Arguello M.,1
Nieminen J.,1
Phau B.,1
Querrey S.,1
Robredo T.,1
Montanes A.,1
Tursunov D.,1
Russell M.,1
Safin M.,1
Santoro F.,1
Schuettler R.,1
Seppi A.,1
Andreev I.,1
Lu Y.H.,1
Monaco J.,1
Hernandez O.,1
Becker B.,1
Benneteau J.,1
Blake J.,1
Calleri A.,1
Cilic M.,1
Dancevic F.,1
Delic A.,1
Gabashvili T.,1
Gonzalez F.,1
Hernych J.,1
Mathieu P.H.,1
Hewitt L.,1
Isner J.,1
Junqueira D.,1
Kiefer N.,1
Kim K.,1
Kukushkin M.,1
Kunitsyn I.,1
Lopez F.,1
Baghdatis M.,1
Youzhny M.,1
