Winner,Clay
Jankovic J.,23
Ivanovic A.,16
Loit E.,15
Medina Garrigues A.,15
Bondarenko A.,14
Henin J.,14
Bartoli M.,14
Kuznetsova S.,14
Pennetta F.,13
Safina D.,13
Szavay A.,13
Dominguez Lino L.,13
Garbin T.,12
Schnyder P.,12
Williams V.,12
Dementieva E.,12
Dulko G.,11
Bammer S.,11
Knapp K.,11
Muller M.,10
Shaughnessy M.,10
Schiavone F.,10
Santangelo M.,8
Golovin T.,8
Petrova N.,8
Safarova L.,8
Chakvetadze A.,8
Srebotnik K.,8
Kanepi K.,8
Hantuchova D.,8
Vakulenko J.,7
Cibulkova D.,7
Sharapova M.,7
Sequera M.,7
Zakopalova K.,7
Krajicek M.,7
Azarenka V.,7
Gallovits E.,7
Williams S.,6
Razzano V.,6
Peer S.,6
Arn G.,6
Errani S.,6
Vinci R.,6
Mauresmo A.,6
Li N.,6
Tu M.,6
Stosur S.,6
Olaru I.,5
Llagostera Vives N.,5
Peng S.,5
Morigami A.,5
Meusburger Y.,5
Pin C.,5
Dechy N.,5
Castano C.,5
Radwanska A.,5
Rezai A.,5
Salerni M.E.,5
Bondarenko K.,5
Cornet A.,5
Schruff J.,5
Cirstea S.,5
Camerin M.E.,4
Zheng J.,4
Wozniak A.,4
Kudryavtseva A.,4
Vaidisova N.,4
Zvonareva V.,4
Sprem K.,4
Daniilidou E.,4
Kloesel S.,4
Poutchkova O.,3
Sugiyama A.,3
Savchuk O.,3
Vesnina E.,3
Vierin N.,3
Wozniacki C.,3
Kremer A.,3
Ruano Pascual V.,3
Pous Tio L.,3
Malek T.,3
Gajdosova J.,3
Birnerova E.,3
Dushevina V.,3
Craybas J.,3
King V.,2
Chan Y.J.,2
Groenefeld A.L.,2
Oprandi R.,2
Parmentier P.,2
Paszek T.,2
Fedak Y.,2
Cohen Aloro S.,2
Brianti A.,2
Martinez Granados C.,2
Tanasugarn T.,2
Torres M.,2
Bremond S.,2
Voracova R.,2
Bacsinszky T.,2
Arvidsson S.,2
Yan Z.,2
Zahlavova Strycova B.,2
Martinez-Sanchez M.J.,2
Pratt N.,2
Likhovtseva E.,2
Harkleroad A.,2
Poutchek T.,1
Kutuzova V.,1
Barrois K.,1
Benesova I.,1
Perry S.,1
Peschke K.,1
Petkovic A.,1
Hlavackova A.,1
Pironkova T.,1
Beygelzimer Y.,1
Fedossova Y.,1
Voskoboeva G.,1
Kirilenko M.,1
Dzehalevich E.,1
Uberoi N.,1
Lepchenko V.,1
Duque Marino M.,1
Johansson M.,1
Rodionova A.,1
Cravero J.,1
Czink M.,1
Ditty J.,1
Kostanic Tosic J.,1
Sucha M.,1
Nagy K.,1
Nakamura A.,1
Amanmuradova A.,1
Gubacsi Z.,1
Maes C.,1
Klepac A.,1
Mirza S.,1
Molik A.,1
Shvedova Y.,1
Sromova H.,1
Yakimova A.,1
Gagliardi E.,1
Afinogenova K.,1
Bychkova E.,1
Suarez P.,1
Obziler T.,1
Sevastova A.,1
Ondraskova Z.,1
Osterloh L.,1
Ozegovic N.,1
Bardina V.,1
Hingis M.,1
Sun T.T.,0
Sun T.,0
Brengle M.,0
Cavaday N.,0
Tamaela E.,0
Manasieva V.,0
Ivanova E.,0
Tatishvili A.,0
Jidkova A.,0
Bovina E.,0
Spears A.,0
Kostanic J.,0
Vrljic A.,0
Baltacha E.,0
Koryttseva M.,0
Keothavong A.,0
Kerber A.,0
Yuan M.,0
Ani M.,0
Cetkovska P.,0
Dellacqua C.,0
South M.,0
O'brien K.,0
Perebiynis T.,0
Ferguson S.,0
Foretz S.,0
Pelletier M.E.,0
Palkina K.,0
Lucic M.,0
O'Brien K.,0
Erakovic M.,0
Goerges J.,0
Morita A.,0
Govortsova O.,0
Granville L.,0
Mattek B.,0
Makarova E.,0
Perianu A.,0
Ekshibarova V.,0
Song S.S.,0
Laine E.,0
Hsieh S.W.,0
"Sharapova, M.",0
Clijsters K.,0
Cohen A.,0
Sema Y.,0
Schultz McCarthy B.,0
Larcherde Brito M.,0
Radwanska U.,0
Davenport L.,0
Domachowska M.,0
Dubois S.,0
Rolle A.,0
Rodina E.,0
Rao S.,0
Adamczak M.,0
