Winner,Hard
Henin J.,7
Kuznetsova S.,6
Williams V.,5
Chakvetadze A.,5
Jankovic J.,4
Williams S.,4
Szavay A.,4
Peer S.,4
Ivanovic A.,3
Bammer S.,3
Paszek T.,3
Radwanska A.,3
Azarenka V.,3
Safina D.,3
Vakulenko J.,3
Bartoli M.,3
Rolle A.,2
Petrova N.,2
Schnyder P.,2
Sharapova M.,2
Mirza S.,2
Vaidisova N.,2
Makarova E.,2
Safarova L.,2
Medina Garrigues A.,2
Dementieva E.,2
Hingis M.,2
Bondarenko A.,2
Cornet A.,2
Dushevina V.,2
Zvonareva V.,2
Kirilenko M.,2
Mattek B.,1
Dellacqua C.,1
Wozniacki C.,1
Krajicek M.,1
Bondarenko K.,1
Bremond S.,1
Bychkova E.,1
Camerin M.E.,1
Sugiyama A.,1
Srebotnik K.,1
Shaughnessy M.,1
Cetkovska P.,1
Cibulkova D.,1
Schiavone F.,1
Daniilidou E.,1
Rodionova A.,1
Granville L.,1
Rezai A.,1
Razzano V.,1
Kostanic Tosic J.,1
Pratt N.,1
Pironkova T.,1
Pin C.,1
Dominguez Lino L.,1
Petkovic A.,1
Pennetta F.,1
Likhovtseva E.,1
Errani S.,1
Parmentier P.,1
Olaru I.,1
Govortsova O.,1
Knapp K.,1
