Winner,Clay
Henin J.,7
Ivanovic A.,6
Jankovic J.,5
Sharapova M.,5
Kuznetsova S.,4
Williams S.,4
Vaidisova N.,4
Chakvetadze A.,4
Safina D.,3
Peer S.,3
Garbin T.,3
Safarova L.,3
Medina Garrigues A.,3
Schnyder P.,3
Bartoli M.,3
Bammer S.,3
Santangelo M.,2
Kudryavtseva A.,2
Srebotnik K.,2
Stosur S.,2
Olaru I.,2
Sugiyama A.,2
Mauresmo A.,2
Li N.,2
Schiavone F.,2
Williams V.,2
Krajicek M.,2
Cibulkova D.,2
Dementieva E.,2
Hantuchova D.,2
Cohen Aloro S.,2
Knapp K.,2
Szavay A.,1
Castano C.,1
Tanasugarn T.,1
Tu M.,1
Gallovits E.,1
Craybas J.,1
Sequera M.,1
Bondarenko K.,1
Dechy N.,1
Bondarenko A.,1
Savchuk O.,1
Dulko G.,1
Dushevina V.,1
Shaughnessy M.,1
Pratt N.,1
Poutchkova O.,1
Muller M.,1
Kirilenko M.,1
Likhovtseva E.,1
Llagostera Vives N.,1
Johansson M.,1
Bacsinszky T.,1
Mirza S.,1
Obziler T.,1
Poutchek T.,1
Harkleroad A.,1
Parmentier P.,1
Paszek T.,1
Perry S.,1
Peschke K.,1
Petkovic A.,1
Amanmuradova A.,1
