Winner,Hard
Williams S.,6
Henin J.,5
Chakvetadze A.,4
Peer S.,4
Li N.,3
Garbin T.,3
Vaidisova N.,3
Petrova N.,3
Radwanska A.,3
Dushevina V.,3
Kuznetsova S.,2
Razzano V.,2
Safina D.,2
Kanepi K.,2
Santangelo M.,2
Sharapova M.,2
Shvedova Y.,2
Vakulenko J.,2
Williams V.,2
Kostanic Tosic J.,2
Azarenka V.,2
Zvonareva V.,2
Bychkova E.,2
Clijsters K.,2
Rodionova A.,1
Yakimova A.,1
Benesova I.,1
Bondarenko K.,1
Castano C.,1
Tu M.,1
Sugiyama A.,1
Stosur S.,1
Srebotnik K.,1
Chan Y.J.,1
Craybas J.,1
Dechy N.,1
Safarova L.,1
Jidkova A.,1
King V.,1
Granville L.,1
Poutchkova O.,1
Poutchek T.,1
Hantuchova D.,1
Peng S.,1
Harkleroad A.,1
Paszek T.,1
Morigami A.,1
Loit E.,1
Bardina V.,1
Larcherde Brito M.,1
Hingis M.,1
Krajicek M.,1
Jankovic J.,1
Golovin T.,1
