Winner,Clay
Krejcikova B.,7
Pavlyuchenkova A.,6
Sakkari M.,5
Zidansek T.,5
Gauff C.,4
Rybakina E.,4
Badosa P.,4
Swiatek I.,4
Williams S.,3
Azarenka V.,3
Kostyuk M.,3
Kenin S.,3
Stephens S.,3
Jabeur O.,3
Vondrousova M.,3
Cirstea S.,3
Siniakova K.,2
Kontaveit A.,2
Muchova K.,2
Bogdan A.,2
Mertens E.,2
Sabalenka A.,2
Linette M.,2
Brady J.,2
Vesnina E.,2
Kasatkina D.,2
Keys M.,2
Collins D.,2
Pegula J.,2
Svitolina E.,2
Hercog P.,2
Gracheva V.,2
Wang Q.,1
Tan H.,1
Zheng S.,1
Sharma A.,1
Sasnovich A.,1
Trevisan M.,1
Tomljanovic A.,1
Pliskova Ka.,1
Peterson R.,1
Tauson C.,1
Alexandrova E.,1
Paolini J.,1
Garcia C.,1
Baptiste H.,1
Barty A.,1
Bencic B.,1
Brengle M.,1
Buzarnescu M.,1
Diyas Z.,1
Fernandez L.A.,1
Ferro F.,1
Giorgi C.,1
Osaka N.,1
Hibino N.,1
Kalinina A.,1
Kovinic D.,1
Kudermetova V.,1
Kvitova P.,1
Li A.,1
Martincova T.,1
Mladenovic K.,1
Lepchenko V.,1
