Winner,Grass
Barty A.,7
Pliskova Ka.,6
Kerber A.,5
Sabalenka A.,5
Muchova K.,4
Jabeur O.,4
Golubic V.,4
Tomljanovic A.,4
Krejcikova B.,3
Keys M.,3
Swiatek I.,3
Gauff C.,3
Raducanu E.,3
Samsonova L.,3
Rybakina E.,3
Badosa P.,3
Osorio M.,2
Ostapenko J.,2
Pavlyuchenkova A.,2
Mertens E.,2
Martincova T.,2
Sasnovich A.,2
Sevastova A.,2
Rogers S.,2
Linette M.,2
Muguruza G.,2
Siniakova K.,2
Stephens S.,2
Juvan K.,2
Cirstea S.,2
Brengle M.,2
Begu I.,2
Putintseva Y.,1
Svitolina E.,1
Vandeweghe C.,1
Vekic D.,1
Vesnina E.,1
Sakkari M.,1
Vondrousova M.,1
Williams V.,1
Zhu L.,1
Sorribes Tormo S.,1
Ahn K.,1
Podoroska N.,1
Hibino N.,1
Azarenka V.,1
Blinkova A.,1
Boulter K.,1
Burel C.,1
Collins D.,1
Cornet A.,1
Davis L.,1
Giorgi C.,1
Kasatkina D.,1
Pliskova Kr.,1
Kenin S.,1
Kostyuk M.,1
Liu C.,1
Martic P.,1
Alexandrova E.,1
Pattinama Kerkhove L.,1
Pegula J.,1
Petkovic A.,1
Zvonareva V.,1
