Winner,Hard
Osaka N.,7
Brady J.,6
Williams S.,5
Muchova K.,5
Hsieh S.W.,4
Barty A.,4
Pegula J.,4
Halep S.,4
Vondrousova M.,3
Sabalenka A.,3
Swiatek I.,3
Mertens E.,3
Svitolina E.,3
Vekic D.,3
Rogers S.,3
Muguruza G.,3
Kudermetova V.,2
Alexandrova E.,2
Mladenovic K.,2
Li A.,2
Putintseva Y.,2
Kanepi K.,2
Potapova A.,2
Kontaveit A.,2
Pliskova Ka.,2
Juvan K.,2
Errani S.,2
Bencic B.,2
Cirstea S.,2
Diyas Z.,2
Ferro F.,2
Jabeur O.,2
Rybakina E.,1
Stosur S.,1
Tomljanovic A.,1
Schmiedlova A.,1
Stojanovic N.,1
Podoroska N.,1
Van Uytvanck A.,1
Watson H.,1
Samsonova L.,1
Williams V.,1
Sherif M.,1
Kvitova P.,1
Pera B.,1
Marino R.,1
Babos T.,1
Barthel M.,1
Brengle M.,1
Collins D.,1
Cornet A.,1
Danilovic O.,1
Garcia C.,1
Gauff C.,1
Gavrilova D.,1
Giorgi C.,1
Gracheva V.,1
Hibino N.,1
Kasatkina D.,1
Kenin S.,1
Krejcikova B.,1
Kuznetsova S.,1
Andreescu B.,1
Zhu L.,1
