Winner,Hard
Raducanu E.,7
Fernandez L.A.,6
Sabalenka A.,5
Sakkari M.,5
Bencic B.,4
Krejcikova B.,4
Pliskova Ka.,4
Svitolina E.,4
Andreescu B.,3
Mertens E.,3
Rogers S.,3
Muguruza G.,3
Pavlyuchenkova A.,3
Halep S.,3
Kerber A.,3
Swiatek I.,3
Kontaveit A.,2
Kasatkina D.,2
Kvitova P.,2
Rybakina E.,2
Minnen G.,2
Gracheva V.,2
Jabeur O.,2
Sorribes Tormo S.,2
Stephens S.,2
Osaka N.,2
Rakhimova K.,2
Tomljanovic A.,2
Collins D.,2
Barty A.,2
Azarenka V.,2
Pegula J.,2
Alexandrova E.,1
Schmiedlova A.,1
Samsonova L.,1
Siniakova K.,1
Tauson C.,1
Teichmann J.,1
Trevisan M.,1
Vondrousova M.,1
Zhang S.,1
Pliskova Kr.,1
Mchale C.,1
Petkovic A.,1
Gauff C.,1
Anisimova A.,1
Badosa P.,1
Cirstea S.,1
Danilovic O.,1
Davis L.,1
Doi M.,1
Ferro F.,1
Garcia C.,1
Grammatikopoulou V.,1
Paolini J.,1
Hsieh S.W.,1
Juvan K.,1
Kalinina A.,1
Kanepi K.,1
Kucova K.,1
Martic P.,1
Masarova R.,1
Osorio M.,1
Zidansek T.,1
