,player,passed_at_net,net_pts,passing_shot
0,Casper Ruud,7,33,21.21212121212121
1,Zhizhen Zhang,7,42,16.666666666666664
2,Fabian Marozsan,13,82,15.853658536585366
3,Sebastian Baez,3,19,15.789473684210526
4,Nicolas Jarry,3,20,15.0
5,Sebastian Korda,5,40,12.5
6,Hubert Hurkacz,11,102,10.784313725490197
7,Yu Hsiou Hsu,2,19,10.526315789473683
8,Grigor Dimitrov,4,43,9.30232558139535
9,Andrey Rublev,3,39,7.6923076923076925
10,Cristian Garin,1,20,5.0
