,player,pts_won,net_pts,net_efficiency
0,Gael Monfils,49,67,73.13432835820896
1,Hubert Hurkacz,204,279,73.11827956989248
2,Novak Djokovic,166,236,70.33898305084746
3,Stefanos Tsitsipas,83,121,68.59504132231406
4,Roger Federer,252,368,68.47826086956522
5,Andrey Rublev,63,93,67.74193548387096
6,Daniil Medvedev,63,94,67.02127659574468
7,Andy Murray,40,61,65.57377049180327
8,Alexander Bublik,35,56,62.5
9,Ugo Humbert,39,64,60.9375
