Winner,Hard
Roddick A.,6
Berdych T.,5
Soderling R.,4
Nadal R.,4
Tsonga J.W.,3
Almagro N.,3
Becker B.,3
Verdasco F.,3
Youzhny M.,3
Fish M.,3
Stakhovsky S.,2
Ferrero J.C.,2
Serra F.,2
Rochus O.,2
Petzschner P.,2
Nalbandian D.,2
Gonzalez F.,2
Zeballos H.,2
Ferrer D.,2
Federer R.,2
Cilic M.,2
Bellucci T.,2
Chardy J.,2
Baghdatis M.,1
Wawrinka S.,1
Berrer M.,1
Blake J.,1
Falla A.,1
Sela D.,1
Schwank E.,1
Russell M.,1
Chela J.I.,1
Andreev I.,1
Robredo T.,1
Robert S.,1
De Bakker T.,1
Dent T.,1
Monaco J.,1
Garcia-Lopez G.,1
Anderson K.,1
Gimeno-Traver D.,1
Giraldo S.,1
Ilhan M.,1
Isner J.,1
Karlovic I.,1
Koellerer D.,1
Lapentti N.,1
Melzer J.,1
Llodra M.,1
Lopez F.,1
Lu Y.H.,1
Luczak P.,1
Marchenko I.,1
Mayer F.,1
Kohlschreiber P.,1
