Winner,Clay
Nadal R.,7
Soderling R.,6
Melzer J.,5
Berdych T.,5
Almagro N.,4
Djokovic N.,4
Youzhny M.,4
Federer R.,4
Ginepri R.,3
Gabashvili T.,3
Murray A.,3
Cilic M.,3
Tsonga J.W.,3
Verdasco F.,3
Wawrinka S.,3
Bellucci T.,3
Troicki V.,2
Roddick A.,2
Baghdatis M.,2
Mayer L.,2
Ljubicic I.,2
Kohlschreiber P.,2
Reister J.,2
Isner J.,2
Hewitt L.,2
Hanescu V.,2
Fognini F.,2
De Bakker T.,2
Montanes A.,2
Ferrero J.C.,2
Ferrer D.,2
Dolgopolov O.,2
Schukin Y.,1
Seppi A.,1
Rochus O.,1
Riba P.,1
Serra F.,1
Ouanna J.,1
Nishikori K.,1
Zeballos H.,1
Starace P.,1
Roger-Vasselin E.,1
Kamke T.,1
Monfils G.,1
Fish M.,1
Ball C.,1
Beck A.,1
Benneteau J.,1
Chela J.I.,1
Chiudinelli M.,1
Darcis S.,1
Dent T.,1
Falla A.,1
Garcia-Lopez G.,1
Malisse X.,1
Gimeno-Traver D.,1
Gonzalez F.,1
Granollers M.,1
Istomin D.,1
Andujar P.,1
Kavcic B.,1
Lacko L.,1
Mahut N.,1
Zemlja G.,1
