Winner,Hard
Nadal R.,7
Djokovic N.,6
Youzhny M.,5
Federer R.,5
Wawrinka S.,4
Verdasco F.,4
Soderling R.,4
Monfils G.,4
Gasquet R.,3
Ferrer D.,3
Lopez F.,3
Melzer J.,3
Montanes A.,3
Fish M.,3
Querrey S.,3
Robredo T.,3
Nalbandian D.,2
Nishikori K.,2
Mathieu P.H.,2
Llodra M.,2
Simon G.,2
Anderson K.,2
Stakhovsky S.,2
Tipsarevic J.,2
Gimeno-Traver D.,2
Murray A.,2
Almagro N.,2
Isner J.,2
Ferrero J.C.,2
Blake J.,2
Clement A.,2
De Bakker T.,2
Schwank E.,1
Polansky P.,1
Berankis R.,1
Roddick A.,1
Rufin G.,1
Sela D.,1
Paire B.,1
Serra F.,1
Benneteau J.,1
Bellucci T.,1
Becker B.,1
Beck A.,1
Ball C.,1
Andreev I.,1
Petzschner P.,1
Garcia-Lopez G.,1
Brown D.,1
Chela J.I.,1
Chiudinelli M.,1
Cilic M.,1
Cuevas P.,1
Mello R.,1
Davydenko N.,1
Mannarino A.,1
Dent T.,1
Kohlschreiber P.,1
Istomin D.,1
Dodig I.,1
Harrison R.,1
Hanescu V.,1
Granollers M.,1
Chardy J.,1
