Winner,Hard
Ljubicic I.,6
Roddick A.,5
Nadal R.,4
Soderling R.,4
Almagro N.,3
Monaco J.,3
Berdych T.,3
Murray A.,3
Garcia-Lopez G.,3
Robredo T.,3
Djokovic N.,2
Ancic M.,2
Isner J.,2
Greul S.,2
Russell M.,2
Melzer J.,2
Blake J.,2
Sela D.,2
De Bakker T.,2
Tsonga J.W.,2
Dabul B.,2
Baghdatis M.,2
Troicki V.,2
Montanes A.,1
Moya C.,1
Schuettler R.,1
Stakhovsky S.,1
Mello R.,1
Nalbandian D.,1
Petzschner P.,1
Querrey S.,1
Seppi A.,1
Serra F.,1
Korolev E.,1
Matosevic M.,1
Ferrero J.C.,1
Anderson K.,1
Bellucci T.,1
Chardy J.,1
Clement A.,1
Cuevas P.,1
Davydenko N.,1
Delgado R.,1
Federer R.,1
Fish M.,1
Mathieu P.H.,1
Fognini F.,1
Gulbis E.,1
Hanescu V.,1
Harrison R.,1
Koellerer D.,1
Kohlschreiber P.,1
Lopez F.,1
Lu Y.H.,1
Verdasco F.,1
