Winner,Hard
Williams S.,7
Sharapova M.,6
Vaidisova N.,5
Clijsters K.,5
Peer S.,4
Chakvetadze A.,4
Hingis M.,4
Safarova L.,4
Zvonareva V.,3
Jankovic J.,3
Li N.,3
Mauresmo A.,3
Hantuchova D.,3
Kuznetsova S.,3
Schnyder P.,3
Dementieva E.,3
Petrova N.,2
Nakamura A.,2
Azarenka V.,2
Kostanic J.,2
Srebotnik K.,2
Yakimova A.,2
Safina D.,2
Molik A.,2
Kirilenko M.,2
Bondarenko A.,2
Ivanovic A.,2
Harkleroad A.,2
Garbin T.,2
Birnerova E.,2
Camerin M.E.,2
Golovin T.,2
Schiavone F.,1
Dominguez Lino L.,1
Schruff J.,1
Sequera M.,1
Sugiyama A.,1
Stosur S.,1
Fedossova Y.,1
Tu M.,1
Vakulenko J.,1
Vesnina E.,1
Voracova R.,1
Benesova I.,1
Bartoli M.,1
Dulko G.,1
Rodionova A.,1
Ruano Pascual V.,1
Muller M.,1
Kudryavtseva A.,1
Kanepi K.,1
Loit E.,1
Mirza S.,1
Groenefeld A.L.,1
Morigami A.,1
Granville L.,1
Kremer A.,1
Ondraskova Z.,1
Paszek T.,1
Peng S.,1
Poutchkova O.,1
Radwanska A.,1
Razzano V.,1
Adamczak M.,1
