Winner,Grass
Williams V.,7
Bartoli M.,6
Ivanovic A.,5
Henin J.,5
Williams S.,4
Kuznetsova S.,4
Vaidisova N.,4
Krajicek M.,4
Jankovic J.,3
Granville L.,3
Paszek T.,3
Schnyder P.,3
Mauresmo A.,3
Sharapova M.,3
Hantuchova D.,3
Petrova N.,3
Chakvetadze A.,2
Sugiyama A.,2
Radwanska A.,2
Peer S.,2
Bondarenko A.,2
Rezai A.,2
Ruano Pascual V.,2
Safarova L.,2
Morigami A.,2
Santangelo M.,2
Azarenka V.,2
Sequera M.,2
Vesnina E.,2
Srebotnik K.,2
Dementieva E.,2
Hingis M.,2
Vinci R.,1
Schiavone F.,1
Safina D.,1
Tu M.,1
Sromova H.,1
Pratt N.,1
Szavay A.,1
Stosur S.,1
Muller M.,1
Poutchek T.,1
Kanepi K.,1
Benesova I.,1
Bremond S.,1
Cornet A.,1
Daniilidou E.,1
Dushevina V.,1
Gajdosova J.,1
Garbin T.,1
Golovin T.,1
Govortsova O.,1
Likhovtseva E.,1
Perebiynis T.,1
Loit E.,1
Mattek B.,1
Meusburger Y.,1
Mirza S.,1
Molik A.,1
Bammer S.,1
Nakamura A.,1
O'brien K.,1
Ozegovic N.,1
Wozniacki C.,1
