,player,passed_at_net,net_pts,passing_shot
0,Andy Roddick,36,155,23.225806451612904
1,Robin Soderling,21,117,17.94871794871795
2,Tomas Berdych,16,114,14.035087719298245
3,Novak Djokovic,36,268,13.432835820895523
4,Roger Federer,86,670,12.835820895522387
5,Andy Murray,24,194,12.371134020618557
6,John Isner,20,166,12.048192771084338
7,Philipp Petzschner,12,103,11.650485436893204
8,Rafael Nadal,17,215,7.906976744186046
9,Nicolas Mahut,9,163,5.521472392638037
