,player,passed_at_net,net_pts,passing_shot
0,Nick Kyrgios,27,131,20.610687022900763
1,Novak Djokovic,35,285,12.280701754385964
2,Juan Martin Del Potro,39,335,11.641791044776118
3,Roger Federer,77,679,11.34020618556701
4,John Isner,16,145,11.03448275862069
5,Grigor Dimitrov,14,137,10.218978102189782
6,Rafael Nadal,34,333,10.21021021021021
7,Karen Khachanov,14,149,9.395973154362416
8,Denis Shapovalov,11,150,7.333333333333333
9,Marin Cilic,10,148,6.756756756756757
