Winner,Clay
Swiatek I.,7
Kenin S.,6
Kvitova P.,5
Podoroska N.,5
Trevisan M.,4
Svitolina E.,4
Siegemund L.,4
Collins D.,4
Zhang S.,3
Jabeur O.,3
Halep S.,3
Garcia C.,3
Ferro F.,3
Krejcikova B.,3
Bertens K.,3
Badosa P.,3
Sakkari M.,2
Schmiedlova A.,2
Siniakova K.,2
Pironkova T.,2
Ostapenko J.,2
Muguruza G.,2
Mertens E.,2
Anisimova A.,2
Tig P.M.,2
Martic P.,2
Sabalenka A.,2
Alexandrova E.,2
Fernandez L.A.,2
Burel C.,2
Bara I.,2
Bouchard E.,2
Strycova B.,1
Sasnovich A.,1
Cornet A.,1
Sharma A.,1
Stephens S.,1
Bogdan A.,1
Kudermetova V.,1
Begu I.,1
Tauson C.,1
Azarenka V.,1
Van Uytvanck A.,1
Williams S.,1
Zarazua R.,1
Errani S.,1
Kasatkina D.,1
Rybakina E.,1
Paolini J.,1
Kanepi K.,1
Juvan K.,1
Hsieh S.W.,1
Hibino N.,1
Hercog P.,1
Goerges J.,1
Pavlyuchenkova A.,1
Rakhimova K.,1
Pera B.,1
Gavrilova D.,1
Pliskova Ka.,1
Pliskova Kr.,1
Gauff C.,1
Putintseva Y.,1
Mchale C.,1
