Winner,Hard
Osaka N.,7
Azarenka V.,6
Williams S.,5
Brady J.,5
Pironkova T.,4
Putintseva Y.,4
Mertens E.,4
Rogers S.,4
Kvitova P.,3
Kerber A.,3
Kontaveit A.,3
Sakkari M.,3
Kenin S.,3
Cornet A.,3
Muchova K.,3
Martic P.,3
Linette M.,2
Li A.,2
Anisimova A.,2
Kostyuk M.,2
Mcnally C.,2
Keys M.,2
Pegula J.,2
Stephens S.,2
Cirstea S.,2
Jabeur O.,2
Gracheva V.,2
Vekic D.,2
Brengle M.,2
Garcia C.,2
Sasnovich A.,2
Swiatek I.,2
Vondrousova M.,1
Pliskova Ka.,1
Vickery S.,1
Sabalenka A.,1
Tig P.M.,1
Sorribes Tormo S.,1
Riske A.,1
Sevastova A.,1
Scott K.,1
Rybakina E.,1
Alexandrova E.,1
Lapko V.,1
Pera B.,1
Muguruza G.,1
Bellis C.,1
Bolsova A.,1
Bonaventure Y.,1
Bondarenko K.,1
Fernandez L.A.,1
Flipkens K.,1
Friedsam A.L.,1
Gasparyan M.,1
Giorgi C.,1
Govortsova O.,1
Juvan K.,1
Kalinskaya A.,1
Kanepi K.,1
Konta J.,1
Kovinic D.,1
Kozlova K.,1
Mladenovic K.,1
Yastremska D.,1
