Continent,Winner,Surface,Wins
OC,Monfils G.,Hard,9
OC,Lehecka J.,Hard,8
OC,Djokovic N.,Hard,7
OC,Sinner J.,Hard,7
OC,Mensik J.,Hard,6
AS,Auger-Aliassime F.,Hard,7
AS,Muller A.,Hard,5
AS,Rublev A.,Hard,5
AS,Tsitsipas S.,Hard,5
AS,Berrettini M.,Hard,4
EU,Alcaraz C.,Hard,5
EU,Altmaier D.,Hard,4
EU,Auger-Aliassime F.,Hard,4
EU,Bellucci M.,Hard,4
EU,De Minaur A.,Hard,4
NA,Davidovich Fokina A.,Hard,9
NA,Shapovalov D.,Hard,9
NA,Machac T.,Hard,7
NA,Nakashima B.,Hard,7
NA,Arnaldi M.,Hard,6
