Winner,Hard
Chakvetadze A.,39
Jankovic J.,38
Henin J.,38
Hantuchova D.,33
Peer S.,32
Golovin T.,32
Kuznetsova S.,30
Schnyder P.,29
Bammer S.,29
Razzano V.,28
Williams V.,27
Mirza S.,27
Ivanovic A.,25
Zvonareva V.,24
Vaidisova N.,22
Williams S.,21
Safina D.,21
Petrova N.,20
Bartoli M.,20
Kirilenko M.,20
Sharapova M.,20
Dementieva E.,19
Daniilidou E.,19
Azarenka V.,19
Srebotnik K.,18
Dulko G.,17
Radwanska A.,17
Hingis M.,17
Szavay A.,15
Molik A.,15
Li N.,14
Clijsters K.,14
Schiavone F.,14
Peng S.,14
Dushevina V.,13
Mauresmo A.,13
Bondarenko A.,13
Vakulenko J.,13
Safarova L.,13
Pennetta F.,13
Davenport L.,13
Govortsova O.,12
Santangelo M.,12
Vesnina E.,12
Tu M.,11
Pin C.,11
Garbin T.,10
Sugiyama A.,10
Nakamura A.,10
King V.,10
Cibulkova D.,10
Medina Garrigues A.,9
Obziler T.,9
Rodionova A.,9
Loit E.,9
Poutchkova O.,9
Krajicek M.,9
Olaru I.,9
Craybas J.,9
Morigami A.,9
Shvedova Y.,8
Granville L.,8
Paszek T.,8
Stosur S.,8
Dechy N.,8
Wozniacki C.,8
Bondarenko K.,8
Yan Z.,8
Parmentier P.,7
Shaughnessy M.,7
Castano C.,7
Pratt N.,7
Bardina V.,7
Tanasugarn T.,7
Likhovtseva E.,6
Amanmuradova A.,6
Ruano Pascual V.,6
Zakopalova K.,5
Rolle A.,5
Kostanic Tosic J.,5
Mattek B.,5
Pironkova T.,5
Yuan M.,5
Harkleroad A.,5
Ditty J.,5
Bremond S.,5
Camerin M.E.,5
Osterloh L.,5
Chan Y.J.,5
Meusburger Y.,4
Morita A.,4
Muller M.,4
Yakimova A.,4
"Sharapova, M.",4
Benesova I.,4
Kanepi K.,4
Kremer A.,4
Errani S.,4
Wozniak A.,4
Domachowska M.,4
Dellacqua C.,4
Kostanic J.,4
Goerges J.,4
Kudryavtseva A.,3
Knapp K.,3
Poutchek T.,3
Arvidsson S.,3
Savchuk O.,3
Sucha M.,3
Fedossova Y.,3
Cirstea S.,3
Spears A.,3
Radwanska U.,3
Dominguez Lino L.,3
Sequera M.,3
Bychkova E.,3
Oprandi R.,3
Groenefeld A.L.,2
Perry S.,2
Ondraskova Z.,2
Czink M.,2
Sun T.T.,2
Palkina K.,2
Foretz S.,2
Laine E.,2
Fedak Y.,2
Jidkova A.,2
O'Brien K.,2
Birnerova E.,2
Zheng J.,2
Kerber A.,2
Cornet A.,2
Suarez P.,2
Cohen Aloro S.,2
Sema Y.,2
Makarova E.,2
Dubois S.,2
Voracova R.,2
Gallovits E.,2
Tatishvili A.,1
Rodina E.,1
Salerni M.E.,1
Vrljic A.,1
Tamaela E.,1
Sun T.,1
Song S.S.,1
Voskoboeva G.,1
Vinci R.,1
Schruff J.,1
Schultz McCarthy B.,1
Vierin N.,1
Adamczak M.,1
Rezai A.,1
Lepchenko V.,1
Koryttseva M.,1
Klepac A.,1
Hsieh S.W.,1
Gajdosova J.,1
Ferguson S.,1
Erakovic M.,1
Ekshibarova V.,1
Cohen A.,1
Cetkovska P.,1
Brianti A.,1
Brengle M.,1
Bovina E.,1
Beygelzimer Y.,1
Baltacha E.,1
Ani M.,1
Larcherde Brito M.,1
Johansson M.,1
Lucic M.,1
Pelletier M.E.,1
Manasieva V.,1
Petkovic A.,1
Perianu A.,1
Dzehalevich E.,0
Duque Marino M.,0
Cravero J.,0
O'brien K.,0
Ozegovic N.,0
Cavaday N.,0
Llagostera Vives N.,0
Nagy K.,0
Peschke K.,0
Barrois K.,0
Bacsinszky T.,0
Zahlavova Strycova B.,0
Arn G.,0
Pous Tio L.,0
Perebiynis T.,0
Uberoi N.,0
Martinez-Sanchez M.J.,0
Martinez Granados C.,0
South M.,0
Kutuzova V.,0
Sprem K.,0
Maes C.,0
Sromova H.,0
Kloesel S.,0
Sevastova A.,0
Keothavong A.,0
Rao S.,0
Ivanova E.,0
Afinogenova K.,0
Hlavackova A.,0
Gubacsi Z.,0
Gagliardi E.,0
Torres M.,0
Malek T.,0
