Winner,Grass
Bartoli M.,12
Jankovic J.,11
Henin J.,9
Hantuchova D.,8
Williams V.,7
Chakvetadze A.,7
Sharapova M.,7
Santangelo M.,6
Mauresmo A.,6
Vaidisova N.,6
Bondarenko A.,6
Ivanovic A.,6
Petrova N.,5
Paszek T.,5
Krajicek M.,5
Safina D.,4
Kerber A.,4
Kuznetsova S.,4
Peer S.,4
Radwanska A.,4
Williams S.,4
Likhovtseva E.,4
Daniilidou E.,4
Sequera M.,3
Tu M.,3
Dementieva E.,3
Granville L.,3
Schnyder P.,3
Safarova L.,3
Bammer S.,3
Vesnina E.,3
Mirza S.,2
Pennetta F.,2
O'brien K.,2
Nakamura A.,2
Morita A.,2
Morigami A.,2
Molik A.,2
King V.,2
Kirilenko M.,2
Hingis M.,2
Li N.,2
Schiavone F.,2
Rezai A.,2
Ruano Pascual V.,2
Srebotnik K.,2
Fedak Y.,2
Govortsova O.,2
Vakulenko J.,2
Azarenka V.,2
Dechy N.,2
Vinci R.,2
Sugiyama A.,2
Sromova H.,1
Benesova I.,1
Chan Y.J.,1
Klepac A.,1
Cavaday N.,1
Dushevina V.,1
Bremond S.,1
Wozniacki C.,1
Pratt N.,1
Cornet A.,1
Loit E.,1
Poutchek T.,1
Pironkova T.,1
Mattek B.,1
Meusburger Y.,1
Baltacha E.,1
Muller M.,1
Perebiynis T.,1
Osterloh L.,1
Ozegovic N.,1
Kanepi K.,1
Rolle A.,1
Malek T.,1
Szavay A.,1
Garbin T.,1
Golovin T.,1
Shaughnessy M.,1
Shvedova Y.,1
Dellacqua C.,1
South M.,1
Gajdosova J.,1
Stosur S.,1
Peng S.,0
Pin C.,0
Wozniak A.,0
Petkovic A.,0
Sprem K.,0
Pelletier M.E.,0
Yakimova A.,0
Peschke K.,0
Spears A.,0
Zakopalova K.,0
Yan Z.,0
Suarez P.,0
Yuan M.,0
"Sharapova, M.",0
Zheng J.,0
Perry S.,0
Zahlavova Strycova B.,0
Perianu A.,0
Song S.S.,0
Tanasugarn T.,0
Pous Tio L.,0
Tatishvili A.,0
Savchuk O.,0
Torres M.,0
Tamaela E.,0
Salerni M.E.,0
Uberoi N.,0
Schruff J.,0
Sun T.T.,0
Schultz McCarthy B.,0
Vierin N.,0
Sema Y.,0
Rodionova A.,0
Voracova R.,0
Rodina E.,0
Voskoboeva G.,0
Razzano V.,0
Sun T.,0
Rao S.,0
Radwanska U.,0
Vrljic A.,0
Sevastova A.,0
Sucha M.,0
Poutchkova O.,0
Adamczak M.,0
Parmentier P.,0
Palkina K.,0
Cohen A.,0
Cohen Aloro S.,0
Cravero J.,0
Craybas J.,0
Czink M.,0
Davenport L.,0
Ditty J.,0
Domachowska M.,0
Dominguez Lino L.,0
Dubois S.,0
Dulko G.,0
Duque Marino M.,0
Dzehalevich E.,0
Ekshibarova V.,0
Erakovic M.,0
Errani S.,0
Fedossova Y.,0
Clijsters K.,0
Cirstea S.,0
Cibulkova D.,0
Beygelzimer Y.,0
Amanmuradova A.,0
Ani M.,0
Arn G.,0
Arvidsson S.,0
Bacsinszky T.,0
Bardina V.,0
Barrois K.,0
Birnerova E.,0
Cetkovska P.,0
Bondarenko K.,0
Bovina E.,0
Brengle M.,0
Brianti A.,0
Bychkova E.,0
Camerin M.E.,0
Castano C.,0
Ferguson S.,0
Foretz S.,0
Gagliardi E.,0
Martinez Granados C.,0
Lepchenko V.,0
Llagostera Vives N.,0
Lucic M.,0
Maes C.,0
Makarova E.,0
Afinogenova K.,0
Manasieva V.,0
Martinez-Sanchez M.J.,0
Laine E.,0
Medina Garrigues A.,0
Nagy K.,0
O'Brien K.,0
Obziler T.,0
Olaru I.,0
Ondraskova Z.,0
Oprandi R.,0
Larcherde Brito M.,0
Kutuzova V.,0
Gallovits E.,0
Jidkova A.,0
Goerges J.,0
Groenefeld A.L.,0
Gubacsi Z.,0
Harkleroad A.,0
Hlavackova A.,0
Hsieh S.W.,0
Ivanova E.,0
Johansson M.,0
Kudryavtseva A.,0
Keothavong A.,0
Kloesel S.,0
Knapp K.,0
Koryttseva M.,0
Kostanic J.,0
Kostanic Tosic J.,0
Kremer A.,0
Zvonareva V.,0
