Winner,Clay
Bronzetti L.,5
Grabher J.,4
Riera J.,3
Stephens S.,3
Parks A.,2
Putintseva Y.,2
Stearns P.,2
Trevisan M.,2
Babos T.,1
Buyukakcay C.,1
Fernandez L.A.,1
Fett J.,1
Jeanjean L.,1
Maria T.,1
Rakhimova K.,1
Sherif M.,1
