Winner,Hard
Federer R.,6
Isner J.,5
Djokovic N.,4
Nalbandian D.,4
Nadal R.,4
Almagro N.,3
Simon G.,3
Harrison R.,3
Ebden M.,3
Istomin D.,3
Andujar P.,3
Bellucci T.,3
Del Potro J.M.,3
Berdych T.,2
Dolgopolov O.,2
Davydenko N.,2
Tsonga J.W.,2
Garcia-Lopez G.,2
Baghdatis M.,2
Giraldo S.,2
Ramos A.,2
Querrey S.,1
Raonic M.,1
Roddick A.,1
Dimitrov G.,1
Sela D.,1
Seppi A.,1
Monaco J.,1
Stakhovsky S.,1
Stepanek R.,1
Sweeting R.,1
Tipsarevic J.,1
Verdasco F.,1
Muller G.,1
Mahut N.,1
Mayer L.,1
Matosevic M.,1
Darcis S.,1
Ferrer D.,1
Fish M.,1
Gil F.,1
Ginepri R.,1
Golubev A.,1
Granollers M.,1
Haas T.,1
Berlocq C.,1
Anderson K.,1
Kohlschreiber P.,1
Kubot L.,1
Kudla D.,1
Llodra M.,1
Malisse X.,1
Wawrinka S.,1
