Winner,Clay
Nadal R.,7
Djokovic N.,6
Ferrer D.,5
Federer R.,5
Tsonga J.W.,4
Murray A.,4
Del Potro J.M.,4
Almagro N.,4
Goffin D.,3
Tipsarevic J.,3
Berdych T.,3
Seppi A.,3
Wawrinka S.,3
Monaco J.,3
Gasquet R.,3
Granollers M.,3
Anderson K.,2
Kubot L.,2
Schwank E.,2
Mathieu P.H.,2
Simon G.,2
Raonic M.,2
Cilic M.,2
Mayer L.,2
Haas T.,2
Giraldo S.,2
Fognini F.,2
Verdasco F.,2
Benneteau J.,2
Devilder N.,2
Youzhny M.,2
Mahut N.,2
Roger-Vasselin E.,1
Paire B.,1
Tursunov D.,1
Rosol L.,1
Serra F.,1
Stakhovsky S.,1
Nieminen J.,1
Tomic B.,1
Troicki V.,1
Ungur A.,1
Stebe C.M.,1
Kukushkin M.,1
Muller G.,1
Mayer F.,1
Andujar P.,1
Baghdatis M.,1
Baker B.,1
Berrer M.,1
Chardy J.,1
Clement A.,1
Dimitrov G.,1
Ferrero J.C.,1
Haase R.,1
Isner J.,1
Istomin D.,1
Jaziri M.,1
Kavcic B.,1
Klizan M.,1
Kohlschreiber P.,1
Levine J.,1
Llodra M.,1
Zeballos H.,1
