Winner,Clay
Ivanovic A.,7
Safina D.,6
Kuznetsova S.,5
Jankovic J.,5
Kanepi K.,4
Schnyder P.,4
Suarez Navarro C.,4
Dementieva E.,4
Pennetta F.,3
Azarenka V.,3
Sharapova M.,3
Srebotnik K.,3
Kvitova P.,3
Zvonareva V.,3
Radwanska A.,3
Cetkovska P.,3
Cornet A.,2
Zheng J.,2
Petrova N.,2
Benesova I.,2
Schiavone F.,2
Medina Garrigues A.,2
Cibulkova D.,2
Loit E.,2
Wozniak A.,2
Williams S.,2
Knapp K.,2
Wozniacki C.,2
Szavay A.,2
Dellacqua C.,2
Williams V.,2
Govortsova O.,2
Voskoboeva G.,1
Stosur S.,1
Sfar S.,1
Sequera M.,1
Zakopalova K.,1
Sugiyama A.,1
Safarova L.,1
Sanchez O.,1
Yakimova A.,1
Amanmuradova A.,1
Rybarikova M.,1
Pironkova T.,1
Bacsinszky T.,1
Chakvetadze A.,1
Cirstea S.,1
Cohen Aloro S.,1
Dechy N.,1
Domachowska M.,1
Dulko G.,1
Erakovic M.,1
Johansson M.,1
King V.,1
Kirilenko M.,1
Kleybanova A.,1
Lisicki S.,1
Makarova E.,1
Mamic S.,1
Mattek B.,1
Pandzic J.,1
Pavlyuchenkova A.,1
Peng S.,1
Mauresmo A.,1
