Winner,Hard
Wozniacki C.,45
Zvonareva V.,37
Peer S.,34
Azarenka V.,32
Dementieva E.,32
Clijsters K.,32
Bartoli M.,27
Ivanovic A.,27
Pavlyuchenkova A.,27
Kirilenko M.,27
Pennetta F.,26
Kleybanova A.,26
Radwanska A.,25
Hantuchova D.,24
Schiavone F.,22
Wickmayer Y.,22
Stosur S.,22
Errani S.,21
Petkovic A.,20
Kuznetsova S.,20
Williams V.,19
Sharapova M.,19
Cibulkova D.,18
Date Krumm K.,18
Vinci R.,18
Jankovic J.,17
Li N.,17
Petrova N.,17
Zheng J.,16
Goerges J.,16
Henin J.,16
Kanepi K.,15
Szavay A.,15
Chakvetadze A.,14
Bondarenko A.,14
Kudryavtseva A.,13
Hercog P.,13
Rezai A.,13
Dushevina V.,13
Vesnina E.,13
Safina D.,12
Shvedova Y.,12
Tanasugarn T.,12
Schnyder P.,12
Safarova L.,12
Zakopalova K.,12
Martinez-Sanchez M.J.,11
Suarez Navarro C.,11
Oudin M.,11
Kvitova P.,11
Bammer S.,11
Dulko G.,11
Sevastova A.,10
Baltacha E.,10
Williams S.,10
Arvidsson S.,10
Benesova I.,10
Kerber A.,9
Flipkens K.,9
Paszek T.,9
King V.,9
Mattek-Sands B.,9
Bacsinszky T.,9
Dulgheru A.,9
Amanmuradova A.,8
Razzano V.,8
Keothavong A.,8
Molik A.,7
Chang K.C.,7
Bondarenko K.,7
Govortsova O.,7
Voegele S.,7
Groth J.,7
Vandeweghe C.,6
Mchale C.,6
Peng S.,6
Pironkova T.,6
Craybas J.,6
Cornet A.,6
Pervak K.,6
Morita A.,5
Larsson J.,5
Rybarikova M.,5
Sprem K.,5
Makarova E.,5
Camerin M.E.,5
Cirstea S.,5
Garbin T.,5
Brianti A.,5
Chan Y.J.,4
Niculescu M.,4
Medina Garrigues A.,4
Martic P.,4
Malek T.,4
Zahlavova Strycova B.,4
Mirza S.,4
Lisicki S.,4
Jovanovski B.,4
Karatantcheva S.,4
Scheepers C.,4
Rodina E.,3
Rodionova A.,3
Gallovits E.,3
Savchuk O.,3
Wozniak A.,3
Panova A.,3
Czink M.,3
Groenefeld A.L.,3
Coin J.,3
Bychkova E.,3
Kulikova R.,3
Zhang S.,3
Ivanova E.,3
Marino R.,3
Han X.,2
Srebotnik K.,2
Koryttseva M.,2
Daniilidou E.,2
Tetreault V.,2
Dellacqua C.,2
Diyas Z.,2
Dominguez Lino L.,2
Rodionova An.,2
Capra B.,2
Kustova D.,2
Lucic M.,2
Barrois K.,2
Glatch A.,2
Minella M.,2
Yakimova A.,2
Parmentier P.,2
Meusburger Y.,2
Zahlavova S.,2
Llagostera Vives N.,1
Yan Z.,1
Peers S.,1
Vaidisova N.,1
Olaru I.,1
Dokic J.,1
Tatishvili A.,1
Larcherde Brito M.,1
Lapushchenkova A.,1
Tomljanovic A.,1
O'Brien K.,1
Lertcheewakarn N.,1
Dubois S.,1
Namigata J.,1
Osterloh L.,1
Radwanska U.,1
Zahlavova Strycova B..,1
Voracova R.,1
Nakamura A.,1
Stephens S.,1
Krajicek M.,1
Arn G.,1
Parra Santonja A.,1
Fuda R.,1
Mayr P.,1
De Los Rios R.,1
Zec Peskiric M.,0
Tsurenko L.,0
Cetkovska P.,0
Castano C.,0
Vrljic A.,0
Watson H.,0
Cabeza-Candela E.,0
Antoniychuk K.,0
Dzehalevich E.,0
Cohen Aloro S.,0
Soler Espinosa S.,0
Lepchenko V.,0
Hrdinova E.,0
Hradecka L.,0
Hlavackova A.,0
Mladenovic K.,0
Halep S.,0
Nara K.,0
Ondraskova Z.,0
Oprandi R.,0
Garcia Vidagany B.,0
Perry S.,0
Fichman S.,0
Ferguson S.,0
Evtimova D.,0
Erakovic M.,0
Piter K.,0
Pivovarova A.,0
Pous Tio L.,0
Duque Marino M.,0
Riske A.,0
Robson L.,0
Rus A.,0
Sanchez O.,0
Dentoni C.,0
De Gubernatis C.,0
Adamczak M.,0
