Winner,Clay
Dulgheru A.,19
Stosur S.,18
Pennetta F.,17
Rezai A.,17
Schiavone F.,16
Jankovic J.,15
Williams V.,15
Wozniacki C.,15
Parra Santonja A.,15
Szavay A.,14
Safarova L.,14
Medina Garrigues A.,14
Schnyder P.,14
Hercog P.,13
Goerges J.,13
Sevastova A.,12
Peer S.,12
Petrova N.,12
Cornet A.,11
Errani S.,11
Dulko G.,10
Martinez-Sanchez M.J.,10
Li N.,10
Suarez Navarro C.,10
Bacsinszky T.,10
Pavlyuchenkova A.,10
Kerber A.,10
Vesnina E.,9
Petkovic A.,9
Peng S.,9
Groth J.,8
Benesova I.,8
Williams S.,8
Vinci R.,8
Henin J.,8
Bondarenko A.,8
Cibulkova D.,8
Zahlavova Strycova B.,8
Shvedova Y.,8
Cirstea S.,7
Sharapova M.,7
Dementieva E.,7
Halep S.,7
Kanepi K.,7
Kirilenko M.,7
Hantuchova D.,6
Pous Tio L.,6
Govortsova O.,6
Meusburger Y.,6
Zvonareva V.,6
Rodionova An.,6
Wozniak A.,6
Duque Marino M.,6
Voracova R.,6
Barrois K.,6
Castano C.,5
Ivanovic A.,5
Wickmayer Y.,5
Hradecka L.,5
Pironkova T.,5
Craybas J.,5
Zakopalova K.,5
Dushevina V.,5
Gallovits E.,5
Zheng J.,5
Oudin M.,5
Lapushchenkova A.,4
Zahlavova S.,4
Kleybanova A.,4
Larsson J.,4
Azarenka V.,4
Arvidsson S.,4
Malek T.,4
King V.,4
Arn G.,4
Mattek-Sands B.,4
Garbin T.,4
Rybarikova M.,4
Pivovarova A.,4
Radwanska A.,4
Brianti A.,3
De Los Rios R.,3
Amanmuradova A.,3
Llagostera Vives N.,3
Olaru I.,3
Lepchenko V.,3
Scheepers C.,3
Mayr P.,3
Ondraskova Z.,3
Oprandi R.,3
Kuznetsova S.,3
Tatishvili A.,3
Baltacha E.,3
Bammer S.,3
Koryttseva M.,3
Bartoli M.,3
Rus A.,3
Parmentier P.,2
Morita A.,2
Voegele S.,2
Vrljic A.,2
Rodina E.,2
Mchale C.,2
Rodionova A.,2
Makarova E.,2
Garcia Vidagany B.,2
Flipkens K.,2
Fichman S.,2
Ferguson S.,2
Date Krumm K.,2
Larcherde Brito M.,2
Keothavong A.,2
Evtimova D.,1
Dentoni C.,1
Sprem K.,1
Soler Espinosa S.,1
Savchuk O.,1
Dzehalevich E.,1
Stephens S.,1
Sanchez O.,1
Safina D.,1
Srebotnik K.,1
De Gubernatis C.,1
Groenefeld A.L.,1
Tsurenko L.,1
Cohen Aloro S.,1
Clijsters K.,1
Chang K.C.,1
Chakvetadze A.,1
Cetkovska P.,1
Camerin M.E.,1
Cabeza-Candela E.,1
Zahlavova Strycova B..,1
Bondarenko K.,1
Zec Peskiric M.,1
Antoniychuk K.,1
Razzano V.,1
Adamczak M.,1
Kvitova P.,1
Kudryavtseva A.,1
Lucic M.,1
Krajicek M.,1
Piter K.,1
Hrdinova E.,1
Mladenovic K.,1
Niculescu M.,1
Jovanovski B.,1
Pervak K.,1
O'Brien K.,1
Kulikova R.,1
Nara K.,0
Coin J.,0
Chan Y.J.,0
Czink M.,0
Vandeweghe C.,0
Vaidisova N.,0
Watson H.,0
Nakamura A.,0
Namigata J.,0
Tomljanovic A.,0
Capra B.,0
Lisicki S.,0
Yakimova A.,0
Yan Z.,0
Molik A.,0
Bychkova E.,0
Mirza S.,0
Minella M.,0
Zhang S.,0
Lertcheewakarn N.,0
Han X.,0
Tetreault V.,0
Karatantcheva S.,0
Glatch A.,0
Radwanska U.,0
Hlavackova A.,0
Riske A.,0
Robson L.,0
Fuda R.,0
Ivanova E.,0
Perry S.,0
Marino R.,0
Erakovic M.,0
Peers S.,0
Daniilidou E.,0
Dubois S.,0
Dominguez Lino L.,0
Dokic J.,0
Diyas Z.,0
Paszek T.,0
Panova A.,0
Kustova D.,0
Dellacqua C.,0
Osterloh L.,0
Tanasugarn T.,0
Martic P.,0
