Winner,Grass
Li N.,9
Henin J.,8
Makarova E.,7
Williams S.,7
Sharapova M.,7
Kanepi K.,7
Bartoli M.,6
Clijsters K.,6
Zvonareva V.,6
Azarenka V.,6
Pironkova T.,5
Rezai A.,5
Kvitova P.,5
Dulgheru A.,5
Groth J.,4
Petkovic A.,4
Cibulkova D.,4
Kudryavtseva A.,4
Riske A.,4
Wickmayer Y.,4
Williams V.,4
Kerber A.,4
Errani S.,4
Flipkens K.,4
Kuznetsova S.,3
Karatantcheva S.,3
Jankovic J.,3
Petrova N.,3
Radwanska A.,3
Kirilenko M.,3
Barrois K.,3
Rodionova An.,3
Stosur S.,3
Zakopalova K.,3
Wozniacki C.,3
Rybarikova M.,3
Chakvetadze A.,3
Shvedova Y.,3
Pavlyuchenkova A.,2
Morita A.,2
Zheng J.,2
Arn G.,2
Zahlavova Strycova B.,2
Zahlavova S.,2
Wozniak A.,2
Vinci R.,2
Kleybanova A.,2
Tanasugarn T.,2
Kulikova R.,2
Perry S.,2
Pennetta F.,2
Sprem K.,2
Larcherde Brito M.,2
Lucic M.,2
Hantuchova D.,2
Martinez-Sanchez M.J.,2
Erakovic M.,2
Baltacha E.,2
Bondarenko A.,2
Nara K.,1
King V.,1
Dushevina V.,1
Rus A.,1
Oprandi R.,1
Olaru I.,1
Safarova L.,1
Niculescu M.,1
Chan Y.J.,1
Keothavong A.,1
Molik A.,1
Szavay A.,1
Mirza S.,1
Chang K.C.,1
Martic P.,1
Bammer S.,1
Mattek-Sands B.,1
Lepchenko V.,1
Oudin M.,1
Watson H.,1
Robson L.,1
Gallovits E.,1
Craybas J.,1
Brianti A.,1
Peer S.,1
Hlavackova A.,1
Cirstea S.,1
Parra Santonja A.,1
Ivanovic A.,1
Rodionova A.,1
Jovanovski B.,1
Rodina E.,0
Schiavone F.,0
Pous Tio L.,0
Czink M.,0
Radwanska U.,0
Sevastova A.,0
Schnyder P.,0
Scheepers C.,0
Razzano V.,0
Cohen Aloro S.,0
Cornet A.,0
Coin J.,0
Sanchez O.,0
Safina D.,0
Savchuk O.,0
Garbin T.,0
Soler Espinosa S.,0
Srebotnik K.,0
Benesova I.,0
Zhang S.,0
Zec Peskiric M.,0
Zahlavova Strycova B..,0
Bondarenko K.,0
Yan Z.,0
Yakimova A.,0
Bychkova E.,0
Cabeza-Candela E.,0
Camerin M.E.,0
Antoniychuk K.,0
Capra B.,0
Vrljic A.,0
Voracova R.,0
Voegele S.,0
Castano C.,0
Vesnina E.,0
Vandeweghe C.,0
Vaidisova N.,0
Tsurenko L.,0
Tomljanovic A.,0
Tetreault V.,0
Tatishvili A.,0
Cetkovska P.,0
Suarez Navarro C.,0
Piter K.,0
Stephens S.,0
Pivovarova A.,0
Paszek T.,0
Daniilidou E.,0
Ferguson S.,0
Larsson J.,0
Dokic J.,0
Lapushchenkova A.,0
Dominguez Lino L.,0
Dubois S.,0
Kustova D.,0
Dulko G.,0
Duque Marino M.,0
Krajicek M.,0
Koryttseva M.,0
Dzehalevich E.,0
Evtimova D.,0
Fichman S.,0
Arvidsson S.,0
Ivanova E.,0
Hrdinova E.,0
Hradecka L.,0
Hercog P.,0
Bacsinszky T.,0
Fuda R.,0
Han X.,0
Halep S.,0
Groenefeld A.L.,0
Govortsova O.,0
Goerges J.,0
Glatch A.,0
Lertcheewakarn N.,0
Lisicki S.,0
Date Krumm K.,0
O'Brien K.,0
De Gubernatis C.,0
Pervak K.,0
De Los Rios R.,0
Dellacqua C.,0
Peng S.,0
Peers S.,0
Dementieva E.,0
Garcia Vidagany B.,0
Parmentier P.,0
Panova A.,0
Osterloh L.,0
Ondraskova Z.,0
Namigata J.,0
Llagostera Vives N.,0
Nakamura A.,0
Dentoni C.,0
Mladenovic K.,0
Minella M.,0
Meusburger Y.,0
Medina Garrigues A.,0
Mchale C.,0
Mayr P.,0
Marino R.,0
Malek T.,0
Amanmuradova A.,0
Diyas Z.,0
Adamczak M.,0
