,player,passed_at_net,net_pts,passing_shot
0,Alex De Minaur,12,59,20.33898305084746
1,Pablo Carreno Busta,11,57,19.298245614035086
2,Dominic Thiem,11,69,15.942028985507244
3,Nicolas Jarry,8,65,12.307692307692308
4,Feliciano Lopez,15,138,10.869565217391305
5,Stefanos Tsitsipas,11,103,10.679611650485436
6,Rafael Nadal,15,147,10.204081632653061
7,Kei Nishikori,4,51,7.8431372549019605
8,Carlos Alcaraz,6,78,7.6923076923076925
9,Pablo Andujar,3,48,6.25
