,player,pts_won,net_pts,net_efficiency
0,Andy Murray,142,188,75.53191489361703
1,Novak Djokovic,106,142,74.64788732394366
2,Stan Wawrinka,50,68,73.52941176470588
3,Boris Becker,57,80,71.25
4,Roger Federer,185,261,70.88122605363985
5,Rafael Nadal,106,152,69.73684210526315
6,Gael Monfils,48,69,69.56521739130434
7,Jakub Mensik,47,71,66.19718309859155
8,Nikolay Davydenko,45,68,66.17647058823529
9,Stefan Edberg,118,187,63.101604278074866
