,player,passed_at_net,net_pts,passing_shot
0,Ben Shelton,9,39,23.076923076923077
1,Tallon Griekspoor,9,47,19.148936170212767
2,Yannick Hanfmann,6,39,15.384615384615385
3,Fabian Marozsan,10,66,15.151515151515152
4,Hubert Hurkacz,11,76,14.473684210526317
5,Alexander Zverev,8,65,12.307692307692308
6,Nicolas Jarry,5,47,10.638297872340425
7,Carlos Alcaraz,9,91,9.89010989010989
8,Grigor Dimitrov,10,111,9.00900900900901
9,Sebastian Korda,4,54,7.4074074074074066
10,Jannik Sinner,3,52,5.769230769230769
