Winner,Hard
Kerber A.,7
Pliskova Ka.,6
Wozniacki C.,5
Williams S.,5
Vinci R.,4
Sevastova A.,4
Halep S.,4
Konjuh A.,4
Suarez Navarro C.,3
Tsurenko L.,3
Konta J.,3
Kvitova P.,3
Radwanska A.,3
Williams V.,3
Shvedova Y.,3
Keys M.,3
Siegemund L.,2
Larsson J.,2
Lepchenko V.,2
Osaka N.,2
Babos T.,2
Svitolina E.,2
Pavlyuchenkova A.,2
Vesnina E.,2
Garcia C.,2
Cibulkova D.,2
Bondarenko K.,2
Witthoeft C.,2
Bencic B.,2
Bellis C.,2
Zhang S.,2
Niculescu M.,2
Rogers S.,1
Rodina E.,1
Allertova D.,1
Safarova L.,1
Siniakova K.,1
Putintseva Y.,1
Wang Q.,1
Wang Yaf.,1
Stosur S.,1
Mladenovic K.,1
Pironkova T.,1
Petkovic A.,1
Bacsinszky T.,1
Beck A.,1
Bogdan A.,1
Broady N.,1
Buyukakcay C.,1
Davis L.,1
Day K.,1
Duan Y.Y.,1
Gibbs N.,1
Goerges J.,1
Gonzalez M.,1
Hogenkamp R.,1
Jankovic J.,1
King V.,1
Kuznetsova S.,1
Lucic-Baroni M.,1
Mchale C.,1
Muguruza G.,1
Nara K.,1
Zheng S.,1
