Winner,Hard
Li N.,7
Cibulkova D.,6
Bouchard E.,5
Radwanska A.,5
Azarenka V.,4
Ivanovic A.,4
Halep S.,4
Pennetta F.,4
Kerber A.,3
Muguruza G.,3
Jankovic J.,3
Makarova E.,3
Sharapova M.,3
Stephens S.,3
Dellacqua C.,3
Williams S.,3
Safarova L.,2
Stosur S.,2
Pavlyuchenkova A.,2
Niculescu M.,2
Nara K.,2
Suarez Navarro C.,2
Svitolina E.,2
Wozniacki C.,2
Meusburger Y.,2
Barthel M.,2
Riske A.,2
Zheng J.,2
Cornet A.,2
Diyas Z.,2
Davis L.,2
Hantuchova D.,2
Rogowska O.,1
Falconi I.,1
Schmiedlova A.,1
Erakovic M.,1
Dolonc V.,1
Lepchenko V.,1
Tomljanovic A.,1
Voegele S.,1
Voskoboeva G.,1
Wickmayer Y.,1
Bencic B.,1
Beck A.,1
Zahlavova Strycova B.,1
Rybarikova M.,1
Flipkens K.,1
Kumkhum L.,1
Jovanovski B.,1
Lisicki S.,1
Kudryavtseva A.,1
Knapp K.,1
Keys M.,1
Minella M.,1
Morita A.,1
Hradecka L.,1
Razzano V.,1
Govortsova O.,1
Goerges J.,1
Pironkova T.,1
Pliskova Ka.,1
Puig M.,1
Giorgi C.,1
Mchale C.,1
