Winner,Hard
Williams S.,6
Li N.,5
Cibulkova D.,4
Sharapova M.,4
Kvitova P.,3
Wozniacki C.,3
Radwanska A.,3
Lepchenko V.,3
Vandeweghe C.,3
Kerber A.,3
Svitolina E.,3
Tomljanovic A.,2
Makarova E.,2
Suarez Navarro C.,2
Zahlavova Strycova B.,2
Keys M.,2
Flipkens K.,2
Williams V.,2
Dellacqua C.,2
Pironkova T.,2
Garcia C.,2
Vekic D.,2
Ivanovic A.,2
Stosur S.,1
Stephens S.,1
Shvedova Y.,1
Puig M.,1
Schmiedlova A.,1
Scheepers C.,1
Safarova L.,1
Riske A.,1
Razzano V.,1
Vesnina E.,1
Bertens K.,1
Petrova N.,1
Petkovic A.,1
Cornet A.,1
Davis L.,1
Diyas Z.,1
Errani S.,1
Govortsova O.,1
Kanepi K.,1
King V.,1
Kleybanova A.,1
Lisicki S.,1
Mayr P.,1
Mchale C.,1
Meusburger Y.,1
Nara K.,1
Oprandi R.,1
Ormaechea P.,1
Pennetta F.,1
Peterson R.,1
Peng S.,1
