Winner,Clay
Sharapova M.,7
Halep S.,6
Bouchard E.,5
Petkovic A.,5
Kuznetsova S.,4
Suarez Navarro C.,4
Errani S.,4
Muguruza G.,4
Stephens S.,3
Kerber A.,3
Jankovic J.,3
Stosur S.,3
Tomljanovic A.,3
Parmentier P.,3
Safarova L.,3
Bertens K.,3
Larsson J.,2
Soler Espinosa S.,2
Mladenovic K.,2
Schmiedlova A.,2
Makarova E.,2
Barthel M.,2
Ormaechea P.,2
Kvitova P.,2
Ivanovic A.,2
Torro Flor M.T.,2
Hantuchova D.,2
Townsend T.,2
Glushko J.,2
Cibulkova D.,2
Radwanska A.,2
Cirstea S.,2
Wickmayer Y.,1
Rybarikova M.,1
Williams S.,1
Vesnina E.,1
Shvedova Y.,1
Watson H.,1
Voegele S.,1
Vandeweghe C.,1
Svitolina E.,1
Riske A.,1
Bacsinszky T.,1
Pliskova Ka.,1
Lepchenko V.,1
Cornet A.,1
Dellacqua C.,1
Erakovic M.,1
Feuerstein C.,1
Flipkens K.,1
Giorgi C.,1
Goerges J.,1
Hercog P.,1
Lisicki S.,1
Pironkova T.,1
Meusburger Y.,1
Nara K.,1
Niculescu M.,1
Paszek T.,1
Pavlyuchenkova A.,1
Pennetta F.,1
Pereira T.,1
Pfizenmaier D.,1
Williams V.,1
