Player,Ace Rate,num_matches
Milos Raonic,0.21336756601738596,67
Ivo Karlovic,0.20848405798570085,33
John Isner,0.18943772731329045,66
Gilles Muller,0.16763422863800792,43
Sam Querrey,0.14656786464381333,62
Kevin Anderson,0.14317702333797322,57
Feliciano Lopez,0.1279527421824381,53
Andy Roddick,0.12683230517263877,39
Ernests Gulbis,0.12562619493461244,35
Mardy Fish,0.12440351765442705,33
Tomas Berdych,0.11560984237884794,84
Jo-Wilfried Tsonga,0.11416689005810145,82
Nicolas Almagro,0.1114702318247058,83
Roger Federer,0.11133850134378831,87
Viktor Troicki,0.1091882343150663,55
Janko Tipsarevic,0.10594548659842043,85
Xavier Malisse,0.10537189005313677,45
Juan Martin del Potro,0.10438668847276902,82
Alexandr Dolgopolov,0.1027026455656717,59
Ivan Dodig,0.10268815944402185,42
Nicolas Mahut,0.09979607342517112,34
Andy Murray,0.09812633575819599,76
Philipp Kohlschreiber,0.095619868690615,67
Jeremy Chardy,0.09541422770307414,44
Denis Istomin,0.09513238433098138,63
Marcos Baghdatis,0.09275643154698013,60
Benoit Paire,0.09241419177838657,52
Stan Wawrinka,0.0921309545797638,55
Lukas Rosol,0.08992720981443768,37
Grigor Dimitrov,0.08981556275711346,43
Tommy Haas,0.08690129421883458,48
Marin Cilic,0.08505143969112712,58
Novak Djokovic,0.08491004212087302,87
Ryan Harrison,0.08464185364859894,47
Robin Haase,0.08362701887292566,47
Sergiy Stakhovsky,0.08333848780861598,44
Julien Benneteau,0.08174861506780476,50
Lukas Lacko,0.08002931050318776,34
Richard Gasquet,0.07680565521165968,64
Thomaz Bellucci,0.07645306261856097,50
Matthew Ebden,0.0696315154671114,40
Jurgen Melzer,0.06730583616604129,45
Lleyton Hewitt,0.06629398962746434,30
Mikhail Youzhny,0.06588608207497082,55
Bernard Tomic,0.06576914584374938,53
Edouard Roger-Vasselin,0.06445792920750414,33
Gilles Simon,0.06414801174337544,69
Florian Mayer,0.06288242164272498,50
Andreas Seppi,0.06269663641388466,65
Fernando Verdasco,0.06228316915742331,54
Radek Stepanek,0.06138092789338517,50
Yen Hsun Lu,0.0611862022257196,30
Paul Henri Mathieu,0.05914562351328662,31
Steve Darcis,0.0572541017368029,40
Lukasz Kubot,0.0561850198665076,50
Marinko Matosevic,0.05544198525770124,36
David Goffin,0.05402361862688577,31
Marcel Granollers,0.05401521770038798,46
Rafael Nadal,0.053718456012791425,49
Martin Klizan,0.05259733491758902,34
Guillermo Garcia Lopez,0.05210359496598222,45
Albert Ramos,0.04977102532781746,56
David Ferrer,0.04891919213015078,91
Santiago Giraldo,0.04626789224428068,42
David Nalbandian,0.044816901334008695,38
Jarkko Nieminen,0.044467278080883556,53
Carlos Berlocq,0.043807408104375965,56
Alejandro Falla,0.04323916935912286,39
Go Soeda,0.04031158336763409,34
Kei Nishikori,0.03999147938422719,56
Dudi Sela,0.03969400652408154,31
Alex Bogomolov Jr,0.03904748964205498,46
Nikolay Davydenko,0.035390129292386864,49
Fabio Fognini,0.03245365829049662,46
Olivier Rochus,0.03144166598384909,33
Juan Monaco,0.03125175794875666,59
Pablo Andujar,0.025526184362402005,48
Flavio Cipolla,0.02521306109959257,40
Filippo Volandri,0.021079055317689048,32
